,open,high,low,Volume USD,compound,positive,negative,neutral,polarity,subjectivity,price_change
761,326.34,327.36,324.79,40686.0445034982,0.9994,0.107,0.052,0.842,0.12002966169632831,0.4279300945967612,0.0
762,325.33,326.16,324.76,24737.262477595206,0.9996,0.125,0.036,0.839,0.13704225352112676,0.4688732394366197,1.0
763,326.93,327.64,325.81,57139.053161931,0.9989,0.071,0.022,0.907,0.09271170610211704,0.36954367550257966,0.0
764,325.96,327.19,325.91,31840.869429872597,0.9993,0.085,0.028,0.887,0.12912837162837162,0.44684704184704177,1.0
765,327.2,327.29,327.1,4841.7342,0.9972,0.071,0.024,0.905,0.1687479385693672,0.4232086167800455,0.0
766,326.11,327.96,325.82,19574.298664893002,0.995,0.067,0.024,0.909,0.2063333333333333,0.5148333333333334,1.0
767,325.16,326.43,325.16,25976.8848274668,0.9714,0.053,0.035,0.912,0.08725853000046548,0.4118279569892471,1.0
768,325.44,325.85,325.08,3733.2638427924,0.9931,0.053,0.027,0.92,0.10672649110149111,0.4288786676286677,0.0
769,326.31,326.31,324.41,46964.6313372816,0.9939,0.066,0.034,0.9,0.20415870893812071,0.44191558441558454,0.0
770,326.09,326.86,326.08,26694.838061257597,0.9999,0.161,0.038,0.802,0.17598317175781966,0.5271294433266265,1.0
771,324.57,326.54,324.48,67288.9744795422,0.9963,0.07,0.028,0.902,0.143828125,0.38208333333333333,1.0
772,326.63,327.42,324.32,44483.2297959077,0.9992,0.091,0.026,0.884,0.2656124786066647,0.46353266888150596,0.0
773,325.82,327.17,325.6,27812.145491467694,0.999,0.098,0.051,0.85,0.10878159905937683,0.3929771702919852,1.0
774,326.39,326.39,325.09,15477.86092055,0.9992,0.114,0.036,0.85,0.1241312741312741,0.41500965250965255,0.0
775,324.08,326.23,324.08,13345.136122558799,0.9829,0.059,0.027,0.914,0.025781250000000006,0.519184027777778,1.0
800,335.43,336.07,334.34,74062.267666766,0.995,0.065,0.022,0.913,0.2038837252072546,0.4462718218600572,0.0
801,337.06,338.63,335.41,97015.4934349815,0.9984,0.164,0.031,0.805,0.3162442396313364,0.45595238095238094,0.0
802,328.83,336.63,328.82,105930.3051894485,0.996,0.078,0.049,0.873,0.12912788667643035,0.49064099600507366,1.0
803,329.42,329.52,327.02,53403.7759504224,0.9984,0.082,0.047,0.871,0.12629425321172896,0.4120856624497401,0.0
804,330.35,330.81,328.64,22996.994294123502,0.9997,0.117,0.053,0.83,0.12435926623750464,0.47944076217392245,0.0
805,332.56,332.56,329.65,73603.3669629735,0.9989,0.096,0.06,0.844,0.12737275160240283,0.43466408268733825,0.0
806,334.12,334.12,332.66,31299.054618073995,0.9992,0.084,0.042,0.874,0.12692819188912943,0.45508163855820105,0.0
807,335.77,335.81,333.86,77035.52412,0.988,0.059,0.04,0.902,0.10175553242347136,0.48934676646508674,0.0
808,337.36,337.36,335.2,42411.1450997187,0.9999,0.126,0.029,0.845,0.15679187710437714,0.41734623015873024,0.0
809,336.83,338.05,334.71,42951.3153346377,0.9996,0.111,0.052,0.837,0.16856922533097035,0.43161236042108536,1.0
810,336.75,337.81,335.22,54644.7938782669,0.9999,0.146,0.036,0.818,0.19274561087061096,0.46732443482443475,1.0
811,336.46,337.3,336.44,41785.465142400004,0.9998,0.126,0.058,0.815,0.18673802484778101,0.4624366487171363,1.0
812,336.91,336.91,336.46,12078.5160249502,0.9997,0.102,0.026,0.872,0.10524080086580086,0.44303481240981235,0.0
