,open,high,low,Volume USD,compound,positive,negative,neutral,polarity,subjectivity,price_change
813,336.57,337.33,335.55,11182.267780794,0.9995,0.109,0.029,0.862,0.2663056470892292,0.4864807456225366,1.0
814,336.38,337.73,336.38,6061.5580780392,0.9875,0.065,0.045,0.89,0.12356638794994959,0.39669987546699886,1.0
815,335.35,336.76,335.35,5706.570785444201,0.9981,0.082,0.028,0.89,0.24005952380952383,0.4940714285714285,1.0
816,336.11,337.42,334.95,72929.73621087,0.9966,0.073,0.037,0.89,0.17649122807017542,0.44172793093845736,0.0
817,337.35,339.01,336.07,75115.59831575591,0.9986,0.092,0.024,0.884,0.14738406570598353,0.4385244321888156,0.0
818,335.47,337.07,335.47,46809.6991630041,0.9982,0.082,0.027,0.89,0.17690148998288535,0.45502491694352165,1.0
819,336.17,336.17,334.19,43965.0172486632,0.9991,0.106,0.042,0.852,0.15489874280970173,0.42508480104370505,0.0
820,335.56,336.15,334.56,33532.113581857804,0.9974,0.079,0.034,0.887,0.11222222222222221,0.4255952380952381,1.0
821,337.19,337.47,335.44,36429.3895118796,0.9982,0.071,0.026,0.903,0.13460589330154543,0.38201058201058197,0.0
822,336.18,337.81,335.65,66574.1664013895,0.9996,0.122,0.045,0.833,0.15694805194805195,0.39034291191899895,1.0
823,335.62,336.99,334.57,20193.5646168624,0.9924,0.118,0.073,0.809,0.2111111111111111,0.5634259259259259,1.0
872,369.26,371.94,369.16,35667.6625282566,-0.5621,0.035,0.039,0.927,-0.05841402749297487,0.37616864130022026,1.0
