,open,high,low,Volume USD,compound,positive,negative,neutral,polarity,subjectivity,price_change
48,40099.51,40196.5,39914.89,1315796.6991509993,1.0,0.102,0.052,0.845,0.12019979712958405,0.42629552323169234,0.0
56,40180.29,40393.87,39939.19,1108793.642297711,1.0,0.103,0.055,0.842,0.11057489346171567,0.434753178022041,0.0
57,40000.0,40389.04,39982.04,2216966.4103152864,1.0,0.111,0.054,0.835,0.11524062552980442,0.44021610817319784,1.0
120,42774.85,42792.7,42621.75,386724.79737390246,1.0,0.109,0.049,0.842,0.1386777298213548,0.44437003559129523,0.0
152,43674.95,43738.26,43414.53,1598159.3981117285,1.0,0.109,0.054,0.837,0.1114564993212191,0.43797917981141726,0.0
153,43768.77,43975.53,43619.85,4653575.257685505,0.9996,0.111,0.054,0.835,0.11525425962925968,0.4504313510563509,0.0
