unix,date,symbol,open,high,low,close,Volume ETH,Volume USD
1650481200,2022-04-20 19:00:00,ETH/USD,3049.40,3078.20,3048.94,3069.55,369.12123575,1133036.0891964126
1650477600,2022-04-20 18:00:00,ETH/USD,3081.80,3082.83,3036.96,3050.67,697.40251649,2127544.9349805485
1650474000,2022-04-20 17:00:00,ETH/USD,3081.88,3088.23,3072.48,3083.04,381.61079565,1176521.347420776
1650470400,2022-04-20 16:00:00,ETH/USD,3069.00,3085.93,3056.61,3082.28,313.26848707,965581.1923261196
1650466800,2022-04-20 15:00:00,ETH/USD,3100.51,3100.51,3051.94,3070.54,923.35077999,2835185.5039904946
1650463200,2022-04-20 14:00:00,ETH/USD,3103.54,3113.59,3092.00,3101.10,636.92226420,1975159.6335106199
1650459600,2022-04-20 13:00:00,ETH/USD,3158.00,3158.49,3091.12,3102.31,1207.84620965,3747113.3746592915
1650456000,2022-04-20 12:00:00,ETH/USD,3157.29,3162.38,3139.85,3158.81,674.05999188,2129227.442950463
1650452400,2022-04-20 11:00:00,ETH/USD,3127.66,3168.41,3116.88,3154.91,824.92614725,2602567.7512204973
1650448800,2022-04-20 10:00:00,ETH/USD,3106.62,3134.81,3097.58,3126.32,700.14337167,2188872.2257193546
1650445200,2022-04-20 09:00:00,ETH/USD,3101.10,3116.99,3097.12,3107.83,1037.95420440,3225785.215060452
1650441600,2022-04-20 08:00:00,ETH/USD,3090.52,3104.71,3087.36,3102.63,76.63820228,237779.9855399964
1650438000,2022-04-20 07:00:00,ETH/USD,3101.81,3115.00,3087.69,3089.69,274.88400536,849306.3625207384
1650434400,2022-04-20 06:00:00,ETH/USD,3100.61,3107.62,3095.51,3101.59,254.12842071,788202.168389929
1650430800,2022-04-20 05:00:00,ETH/USD,3087.59,3101.44,3082.25,3101.44,148.46175662,460445.23045153276
1650427200,2022-04-20 04:00:00,ETH/USD,3091.59,3094.21,3079.66,3087.31,241.37706000,745205.8111086
1650423600,2022-04-20 03:00:00,ETH/USD,3087.37,3094.32,3076.68,3092.68,99.90517521,308974.7372684628
1650420000,2022-04-20 02:00:00,ETH/USD,3088.27,3092.24,3083.05,3087.10,138.27665085,426873.848839035
1650416400,2022-04-20 01:00:00,ETH/USD,3078.22,3093.86,3070.35,3088.39,123.39886287,381103.8140990793
1650412800,2022-04-20 00:00:00,ETH/USD,3103.04,3108.93,3067.00,3078.24,323.94007363,997165.292250811
1650409200,2022-04-19 23:00:00,ETH/USD,3099.26,3108.83,3097.43,3102.66,86.72937672,269091.7679740752
1650405600,2022-04-19 22:00:00,ETH/USD,3099.14,3112.62,3093.79,3098.51,147.88883704,458235.04045681044
1650402000,2022-04-19 21:00:00,ETH/USD,3095.79,3106.80,3087.51,3099.69,853.80386465,2646527.3012169586
1650398400,2022-04-19 20:00:00,ETH/USD,3111.59,3111.59,3086.43,3095.79,408.00009127,1263082.6025527532
1650394800,2022-04-19 19:00:00,ETH/USD,3100.70,3120.00,3097.20,3112.24,367.70157119,1144375.5379203656
1650391200,2022-04-19 18:00:00,ETH/USD,3092.62,3104.60,3087.09,3099.99,744.94696148,2309328.131118385
1650387600,2022-04-19 17:00:00,ETH/USD,3102.71,3104.97,3081.62,3092.57,627.30090198,1939971.950436289
1650384000,2022-04-19 16:00:00,ETH/USD,3111.25,3126.29,3094.05,3102.70,767.17372162,2380309.906070374
1650380400,2022-04-19 15:00:00,ETH/USD,3114.61,3131.21,3108.78,3111.81,546.02577068,1699128.4534597308
1650376800,2022-04-19 14:00:00,ETH/USD,3096.18,3129.12,3095.69,3113.89,1954.58300947,6086356.487358538
1650373200,2022-04-19 13:00:00,ETH/USD,3061.06,3096.33,3050.12,3096.18,915.45889840,2834425.532048112
1650369600,2022-04-19 12:00:00,ETH/USD,3042.94,3070.27,3041.91,3061.29,99.86817643,305725.4498233947
1650366000,2022-04-19 11:00:00,ETH/USD,3055.25,3062.94,3041.81,3041.95,144.57640825,439794.20507608744
1650362400,2022-04-19 10:00:00,ETH/USD,3039.62,3055.57,3038.42,3054.64,147.99913927,452084.0907797128
1650358800,2022-04-19 09:00:00,ETH/USD,3042.45,3047.82,3033.18,3039.67,195.09128058,593013.1128406086
1650355200,2022-04-19 08:00:00,ETH/USD,3039.36,3049.94,3038.93,3042.42,253.59035148,771528.3571497817
1650351600,2022-04-19 07:00:00,ETH/USD,3045.45,3051.39,3030.80,3040.01,134.67143447,409402.50750314473
1650348000,2022-04-19 06:00:00,ETH/USD,3039.65,3051.04,3039.65,3046.49,94.44049680,287712.02909623197
1650344400,2022-04-19 05:00:00,ETH/USD,3047.48,3047.48,3037.48,3039.20,172.64984083,524717.396250536
1650340800,2022-04-19 04:00:00,ETH/USD,3039.55,3066.46,3036.12,3046.01,599.29496177,1825458.4465010378
1650337200,2022-04-19 03:00:00,ETH/USD,3040.62,3049.21,3037.30,3039.55,115.11383437,349894.2552593335
1650333600,2022-04-19 02:00:00,ETH/USD,3053.15,3056.13,3038.71,3040.45,400.41597426,1217444.7489388168
1650330000,2022-04-19 01:00:00,ETH/USD,3062.05,3070.59,3052.81,3053.97,562.95777030,1719256.1417630909
1650326400,2022-04-19 00:00:00,ETH/USD,3056.90,3094.84,3056.49,3061.29,564.51347513,1728139.4562807176
1650322800,2022-04-18 23:00:00,ETH/USD,3066.06,3070.93,3049.60,3057.57,136.24346949,416573.9450085393
1650319200,2022-04-18 22:00:00,ETH/USD,3041.88,3067.57,3032.25,3064.95,285.18121367,874066.1608378664
1650315600,2022-04-18 21:00:00,ETH/USD,3007.09,3052.06,3005.18,3043.79,177.13704664,539167.9711923656
1650312000,2022-04-18 20:00:00,ETH/USD,3008.31,3020.31,3003.98,3006.03,76.40020951,229661.3217933453
1650308400,2022-04-18 19:00:00,ETH/USD,3017.53,3017.53,2987.86,3006.61,1276.82532364,3838915.786309261
1650304800,2022-04-18 18:00:00,ETH/USD,2990.22,3024.08,2981.13,3016.06,2201.02330286,6638418.342823932
1650301200,2022-04-18 17:00:00,ETH/USD,2931.20,2990.10,2923.38,2985.61,2627.73937983,7845404.9698142465
1650297600,2022-04-18 16:00:00,ETH/USD,2915.53,2938.93,2894.99,2930.07,254.76511545,746479.6218265815
1650294000,2022-04-18 15:00:00,ETH/USD,2928.27,2930.34,2905.39,2915.53,242.59071909,707280.5192284677
1650290400,2022-04-18 14:00:00,ETH/USD,2922.99,2944.07,2920.89,2928.55,274.95462225,805218.3589902376
1650286800,2022-04-18 13:00:00,ETH/USD,2942.21,2952.68,2916.40,2921.79,235.74354534,688793.1333389586
1650283200,2022-04-18 12:00:00,ETH/USD,2913.13,2948.42,2910.99,2942.39,843.23307049,2481120.5542790713
1650279600,2022-04-18 11:00:00,ETH/USD,2909.47,2923.43,2909.47,2911.99,117.51231821,342194.6955043379
1650276000,2022-04-18 10:00:00,ETH/USD,2910.35,2923.08,2905.89,2908.55,95.74771148,278487.00622515404
1650272400,2022-04-18 09:00:00,ETH/USD,2895.83,2907.50,2892.96,2907.50,199.95540450,581370.33858375
1650268800,2022-04-18 08:00:00,ETH/USD,2892.44,2907.69,2892.02,2893.29,170.85683581,494338.3744807149
1650265200,2022-04-18 07:00:00,ETH/USD,2916.57,2920.47,2883.77,2890.79,705.16254839,2038476.843260328
1650261600,2022-04-18 06:00:00,ETH/USD,2915.23,2924.86,2913.01,2915.48,322.36554561,939850.3009150429
1650258000,2022-04-18 05:00:00,ETH/USD,2912.27,2926.00,2901.29,2915.54,323.76341935,943945.1996516989
1650254400,2022-04-18 04:00:00,ETH/USD,2994.08,2994.73,2900.60,2913.88,904.00414341,2634159.5933995307
1650250800,2022-04-18 03:00:00,ETH/USD,2995.99,3002.25,2989.94,2995.79,54.46145583,163155.08476095568
1650247200,2022-04-18 02:00:00,ETH/USD,2990.63,2997.47,2988.95,2994.69,53.82096111,161177.0940265059
1650243600,2022-04-18 01:00:00,ETH/USD,2990.58,2998.00,2986.10,2989.85,73.95895572,221126.183759442
1650240000,2022-04-18 00:00:00,ETH/USD,2988.99,2995.59,2977.95,2992.83,115.13353077,344575.0848943791
1650236400,2022-04-17 23:00:00,ETH/USD,3046.05,3046.05,2984.18,2988.57,286.24860966,855474.0073715863
1650232800,2022-04-17 22:00:00,ETH/USD,3055.43,3078.40,3041.96,3045.98,167.56153338,510389.0794448124
1650229200,2022-04-17 21:00:00,ETH/USD,3045.52,3056.57,3037.77,3053.41,59.66500470,182181.722001027
1650225600,2022-04-17 20:00:00,ETH/USD,3055.45,3059.66,3045.91,3046.48,63.36212416,193031.4440109568
1650222000,2022-04-17 19:00:00,ETH/USD,3030.96,3061.62,3029.30,3054.32,228.08244638,696636.7776273616
1650218400,2022-04-17 18:00:00,ETH/USD,3050.10,3053.73,3025.00,3033.40,200.55652070,608368.14989138
1650214800,2022-04-17 17:00:00,ETH/USD,3059.20,3063.22,3046.49,3051.69,55.50713910,169390.581320079
1650211200,2022-04-17 16:00:00,ETH/USD,3075.00,3078.59,3058.64,3059.52,79.81704130,244201.834198176
1650207600,2022-04-17 15:00:00,ETH/USD,3065.76,3080.96,3060.04,3074.87,50.80471910,156217.90661901698
1650204000,2022-04-17 14:00:00,ETH/USD,3060.57,3076.29,3055.78,3064.17,94.78159500,290426.91995115
1650200400,2022-04-17 13:00:00,ETH/USD,3048.51,3082.28,3047.05,3062.52,418.37528453,1281282.6763788157
1650196800,2022-04-17 12:00:00,ETH/USD,3049.04,3055.71,3044.07,3050.24,122.38505931,373303.8033097344
1650193200,2022-04-17 11:00:00,ETH/USD,3042.99,3048.69,3040.00,3048.69,85.19685467,259738.7988638823
1650189600,2022-04-17 10:00:00,ETH/USD,3044.26,3046.82,3039.37,3042.05,27.21327383,82784.1396545515
1650186000,2022-04-17 09:00:00,ETH/USD,3041.57,3050.36,3041.57,3044.26,29.00938042,88312.0964373892
1650182400,2022-04-17 08:00:00,ETH/USD,3039.31,3045.75,3037.33,3041.57,107.18319901,326005.2026128457
1650178800,2022-04-17 07:00:00,ETH/USD,3044.48,3046.30,3034.25,3038.09,77.44920483,235297.6547019747
1650175200,2022-04-17 06:00:00,ETH/USD,3043.90,3045.70,3039.76,3043.37,49.97790797,152101.26577865888
1650171600,2022-04-17 05:00:00,ETH/USD,3038.11,3047.17,3036.30,3045.29,55.14100385,167920.3476143665
1650168000,2022-04-17 04:00:00,ETH/USD,3030.62,3040.94,3030.07,3039.06,73.19095089,222431.6912117634
1650164400,2022-04-17 03:00:00,ETH/USD,3031.34,3038.05,3024.00,3031.48,81.16826590,246059.974710532
1650160800,2022-04-17 02:00:00,ETH/USD,3058.35,3058.63,3028.27,3033.19,130.10729896,394640.15813248244
1650157200,2022-04-17 01:00:00,ETH/USD,3058.75,3062.39,3054.83,3059.25,33.55602348,102656.26483119
1650153600,2022-04-17 00:00:00,ETH/USD,3060.69,3065.96,3055.21,3058.26,35.10250011,107352.57198640861
1650150000,2022-04-16 23:00:00,ETH/USD,3066.55,3071.33,3059.58,3060.95,36.64630037,112172.4931175515
1650146400,2022-04-16 22:00:00,ETH/USD,3055.18,3083.37,3055.18,3063.68,124.51507685,381474.35064380796
1650142800,2022-04-16 21:00:00,ETH/USD,3036.22,3055.87,3033.85,3055.87,48.81305184,149166.34072630078
1650139200,2022-04-16 20:00:00,ETH/USD,3025.23,3043.02,3024.03,3034.05,43.12621532,130847.09359164601
1650135600,2022-04-16 19:00:00,ETH/USD,3027.38,3030.30,3024.48,3025.97,64.75743244,195954.04784046678
1650132000,2022-04-16 18:00:00,ETH/USD,3021.65,3027.54,3019.32,3027.54,42.56704654,128873.4360817116
1650128400,2022-04-16 17:00:00,ETH/USD,3027.14,3029.73,3020.28,3020.50,17.90714143,54088.520689314995
1650124800,2022-04-16 16:00:00,ETH/USD,3018.90,3028.60,3016.69,3028.10,57.13524154,173011.224907274
1650121200,2022-04-16 15:00:00,ETH/USD,3048.00,3060.00,3005.41,3019.19,381.79451333,1152710.1767008028
1650117600,2022-04-16 14:00:00,ETH/USD,3042.78,3048.00,3035.54,3048.00,49.12746028,149740.49893344002
1650114000,2022-04-16 13:00:00,ETH/USD,3045.06,3046.06,3035.56,3040.35,24.65612732,74963.256697362
1650110400,2022-04-16 12:00:00,ETH/USD,3040.99,3046.89,3034.81,3045.06,62.67116827,190837.4676522462
1650106800,2022-04-16 11:00:00,ETH/USD,3040.54,3048.09,3039.20,3041.08,16.32465857,49644.5926840556
1650103200,2022-04-16 10:00:00,ETH/USD,3034.98,3043.91,3034.03,3040.50,43.10712537,131067.214687485
1650099600,2022-04-16 09:00:00,ETH/USD,3036.52,3040.24,3032.51,3034.00,38.72176782,117481.84356587999
1650096000,2022-04-16 08:00:00,ETH/USD,3035.95,3043.58,3030.60,3035.90,103.33592414,313717.532096626
1650092400,2022-04-16 07:00:00,ETH/USD,3039.00,3041.66,3033.78,3033.78,47.21349966,143235.3709985148
1650088800,2022-04-16 06:00:00,ETH/USD,3042.35,3042.35,3036.01,3038.32,61.05898879,185516.7468204328
1650085200,2022-04-16 05:00:00,ETH/USD,3045.71,3048.48,3038.81,3042.45,78.06009165,237493.9258405425
1650081600,2022-04-16 04:00:00,ETH/USD,3039.66,3049.91,3038.87,3045.71,95.07646484,289575.3397278364
1650078000,2022-04-16 03:00:00,ETH/USD,3041.60,3044.70,3036.92,3038.96,58.64067757,178206.67350812722
1650074400,2022-04-16 02:00:00,ETH/USD,3041.99,3046.95,3036.62,3043.96,25.06573081,76299.08195640761
1650070800,2022-04-16 01:00:00,ETH/USD,3043.14,3049.94,3039.30,3041.99,71.56682381,217705.5623617819
1650067200,2022-04-16 00:00:00,ETH/USD,3041.80,3045.70,3034.39,3042.30,25.30686421,76991.072986083
1650063600,2022-04-15 23:00:00,ETH/USD,3033.57,3045.17,3030.15,3041.54,54.58739768,166029.7535396272
1650060000,2022-04-15 22:00:00,ETH/USD,3035.60,3039.28,3027.44,3033.76,37.99398381,115264.62832342561
1650056400,2022-04-15 21:00:00,ETH/USD,3031.35,3036.18,3027.20,3036.15,54.68619120,166035.47941188002
1650052800,2022-04-15 20:00:00,ETH/USD,3023.18,3031.32,3018.82,3031.22,94.61642685,286803.205396257
1650049200,2022-04-15 19:00:00,ETH/USD,3030.69,3031.44,3020.65,3023.88,42.28218478,127856.2529125464
1650045600,2022-04-15 18:00:00,ETH/USD,3032.47,3035.62,3025.78,3030.04,231.92862196,702753.0016836784
1650042000,2022-04-15 17:00:00,ETH/USD,3024.37,3041.52,3018.64,3032.45,431.49997360,1308502.09494332
1650038400,2022-04-15 16:00:00,ETH/USD,3028.46,3029.91,3010.96,3023.55,132.10771744,399434.289065712
1650034800,2022-04-15 15:00:00,ETH/USD,3038.53,3043.01,3025.04,3030.06,91.07839789,275973.0103105734
1650031200,2022-04-15 14:00:00,ETH/USD,3008.19,3061.23,2996.00,3036.98,183.05512106,555934.7415567988
1650027600,2022-04-15 13:00:00,ETH/USD,3022.17,3031.83,3005.05,3008.37,235.39281261,708148.6756715457
1650024000,2022-04-15 12:00:00,ETH/USD,3027.79,3032.18,3018.10,3021.01,57.51208853,173744.59457001532
1650020400,2022-04-15 11:00:00,ETH/USD,3032.47,3037.05,3020.39,3026.71,36.12361538,109335.7079067998
1650016800,2022-04-15 10:00:00,ETH/USD,3025.31,3040.85,3024.72,3032.25,67.50692231,204697.86517449748
1650013200,2022-04-15 09:00:00,ETH/USD,3025.32,3034.80,3017.76,3025.31,33.85284263,102415.34333696529
1650009600,2022-04-15 08:00:00,ETH/USD,3035.30,3040.21,3017.85,3024.25,183.42272668,554716.18116199
1650006000,2022-04-15 07:00:00,ETH/USD,3023.74,3046.41,3011.49,3033.93,192.51808944,584086.4070946992
1650002400,2022-04-15 06:00:00,ETH/USD,3039.69,3043.43,3019.91,3023.74,140.79298608,425721.3837295392
1649998800,2022-04-15 05:00:00,ETH/USD,3033.46,3044.29,3029.78,3038.46,37.12584553,112805.3966090838
1649995200,2022-04-15 04:00:00,ETH/USD,3042.09,3047.35,3030.00,3033.45,349.65704244,1060667.155389618
1649991600,2022-04-15 03:00:00,ETH/USD,3024.10,3044.27,3024.10,3042.09,91.93905295,279686.8735886655
1649988000,2022-04-15 02:00:00,ETH/USD,3023.99,3031.47,3018.79,3024.46,88.49890015,267661.383547669
1649984400,2022-04-15 01:00:00,ETH/USD,3015.66,3027.74,3013.48,3023.99,50.30403693,152118.9046359507
1649980800,2022-04-15 00:00:00,ETH/USD,3021.27,3038.54,3014.23,3015.40,111.83146399,337216.596515446
1649977200,2022-04-14 23:00:00,ETH/USD,3015.60,3025.78,3013.87,3022.26,30.74600687,92922.4267229262
1649973600,2022-04-14 22:00:00,ETH/USD,3019.00,3027.61,3012.82,3013.55,82.38506295,248271.50645297254
1649970000,2022-04-14 21:00:00,ETH/USD,3014.27,3022.42,3011.16,3018.41,123.02779899,371348.33874940587
1649966400,2022-04-14 20:00:00,ETH/USD,2994.87,3014.27,2983.59,3014.09,232.22562246,699948.9264004615
1649962800,2022-04-14 19:00:00,ETH/USD,2986.35,3001.96,2977.00,2997.58,312.43367691,936544.9412318777
1649959200,2022-04-14 18:00:00,ETH/USD,3020.97,3026.31,2982.32,2984.26,450.43505538,1344215.318368319
1649955600,2022-04-14 17:00:00,ETH/USD,3014.65,3023.75,3007.73,3022.73,208.15633192,629200.3891845417
1649952000,2022-04-14 16:00:00,ETH/USD,3015.30,3025.31,3001.78,3017.42,341.20241725,1029550.997858495
1649948400,2022-04-14 15:00:00,ETH/USD,3043.22,3051.46,3010.90,3016.39,1121.24695838,3382118.1127878483
1649944800,2022-04-14 14:00:00,ETH/USD,3047.63,3060.24,3030.59,3046.97,393.16921716,1197974.8096100052
1649941200,2022-04-14 13:00:00,ETH/USD,3088.95,3101.46,3042.28,3046.65,469.57443665,1430628.9574197226
1649937600,2022-04-14 12:00:00,ETH/USD,3073.24,3093.23,3070.42,3087.89,255.49273577,788933.4638568253
1649934000,2022-04-14 11:00:00,ETH/USD,3079.88,3089.55,3069.32,3072.18,657.85279778,2021042.2082837601
1649930400,2022-04-14 10:00:00,ETH/USD,3100.50,3105.54,3078.00,3080.05,249.35927578,768039.0373661891
1649926800,2022-04-14 09:00:00,ETH/USD,3108.27,3109.03,3086.30,3101.16,290.14244492,899778.1444881072
1649923200,2022-04-14 08:00:00,ETH/USD,3114.58,3123.13,3105.87,3108.43,209.38347470,650853.8742617209
1649919600,2022-04-14 07:00:00,ETH/USD,3108.83,3120.09,3102.48,3114.62,134.68168020,419482.254784524
1649916000,2022-04-14 06:00:00,ETH/USD,3112.22,3115.13,3100.00,3109.67,206.95152575,643550.9510790025
1649912400,2022-04-14 05:00:00,ETH/USD,3113.07,3117.07,3105.00,3112.02,120.01802373,373498.4902082346
1649908800,2022-04-14 04:00:00,ETH/USD,3120.24,3124.55,3107.89,3113.49,119.29965983,371438.29788410664
1649905200,2022-04-14 03:00:00,ETH/USD,3128.42,3128.85,3112.99,3119.31,185.62191590,579012.298486029
1649901600,2022-04-14 02:00:00,ETH/USD,3140.49,3145.02,3124.81,3127.14,213.63394422,668063.2523281308
1649898000,2022-04-14 01:00:00,ETH/USD,3120.68,3145.00,3117.23,3140.48,351.54651029,1104024.7846355392
1649894400,2022-04-14 00:00:00,ETH/USD,3119.54,3127.00,3080.77,3120.49,2224.95631836,6942953.941879195
1649890800,2022-04-13 23:00:00,ETH/USD,3126.32,3130.00,3112.61,3117.99,363.50511243,1133405.3055056157
1649887200,2022-04-13 22:00:00,ETH/USD,3107.50,3128.88,3102.44,3124.00,257.47644738,804356.42161512
1649883600,2022-04-13 21:00:00,ETH/USD,3106.98,3113.11,3095.11,3107.51,89.14087506,277006.1606577006
1649880000,2022-04-13 20:00:00,ETH/USD,3086.37,3114.24,3083.90,3106.72,230.46905576,716002.8249107072
1649876400,2022-04-13 19:00:00,ETH/USD,3108.86,3115.55,3085.07,3086.91,198.17416710,611745.818162661
1649872800,2022-04-13 18:00:00,ETH/USD,3080.52,3108.58,3074.78,3108.58,261.87251105,814051.650399809
1649869200,2022-04-13 17:00:00,ETH/USD,3087.14,3087.50,3070.27,3082.71,584.54507206,1801982.939090083
1649865600,2022-04-13 16:00:00,ETH/USD,3095.51,3115.54,3082.33,3087.64,1098.38018435,3391402.592406434
1649862000,2022-04-13 15:00:00,ETH/USD,3074.50,3118.75,3074.50,3094.75,727.00352177,2249894.1489977078
1649858400,2022-04-13 14:00:00,ETH/USD,3083.60,3100.00,3062.76,3074.50,922.72568880,2836920.1302155997
1649854800,2022-04-13 13:00:00,ETH/USD,3007.04,3088.00,2996.70,3080.63,1671.13650771,5148153.259746658
1649851200,2022-04-13 12:00:00,ETH/USD,3016.99,3028.43,3005.71,3007.79,336.08123881,1010861.78928033
1649847600,2022-04-13 11:00:00,ETH/USD,3033.68,3045.73,3014.10,3015.48,202.70668707,611257.9607258436
1649844000,2022-04-13 10:00:00,ETH/USD,3051.06,3058.94,3030.33,3033.29,150.30982208,455933.2802170432
1649840400,2022-04-13 09:00:00,ETH/USD,3057.65,3060.66,3044.66,3049.27,137.19121456,418333.05482137116
1649836800,2022-04-13 08:00:00,ETH/USD,3052.98,3060.45,3049.95,3057.13,162.42657422,496559.15284518857
1649833200,2022-04-13 07:00:00,ETH/USD,3047.95,3062.78,3045.52,3052.97,650.01190961,1984466.8596820415
1649829600,2022-04-13 06:00:00,ETH/USD,3066.29,3067.71,3043.69,3048.45,157.08299504,478859.6562296879
1649826000,2022-04-13 05:00:00,ETH/USD,3060.42,3070.66,3053.28,3066.30,104.47762498,320359.74147617404
1649822400,2022-04-13 04:00:00,ETH/USD,3050.87,3059.49,3041.81,3059.49,235.40770695,720227.5253364554
1649818800,2022-04-13 03:00:00,ETH/USD,3044.89,3067.88,3042.89,3050.52,157.70952620,481096.063863624
1649815200,2022-04-13 02:00:00,ETH/USD,3030.42,3050.80,3019.46,3045.62,169.58412115,516488.7910568629
1649811600,2022-04-13 01:00:00,ETH/USD,3026.14,3032.13,3007.34,3030.28,635.29662800,1925126.6658958404
1649808000,2022-04-13 00:00:00,ETH/USD,3029.73,3044.32,3025.85,3027.99,113.69277891,344260.5976116909
1649804400,2022-04-12 23:00:00,ETH/USD,3014.05,3037.07,3012.27,3029.73,368.34030648,1115971.6767516504
1649800800,2022-04-12 22:00:00,ETH/USD,3010.10,3022.58,2995.76,3017.00,219.40935992,661958.03887864
1649797200,2022-04-12 21:00:00,ETH/USD,2987.38,3015.42,2987.08,3010.14,400.38800029,1205223.9351929405
1649793600,2022-04-12 20:00:00,ETH/USD,2969.46,2996.53,2968.84,2987.03,227.74418935,680278.7259141306
1649790000,2022-04-12 19:00:00,ETH/USD,3002.08,3007.52,2968.24,2973.44,8078.66419559,24021423.26573513
1649786400,2022-04-12 18:00:00,ETH/USD,3033.10,3039.46,2998.80,3004.48,646.78628529,1943256.4584280993
1649782800,2022-04-12 17:00:00,ETH/USD,3044.84,3052.53,3028.61,3034.05,2192.53220137,6652252.325566649
1649779200,2022-04-12 16:00:00,ETH/USD,3044.06,3063.61,3023.56,3042.41,371.18200893,1129287.8557887212
1649775600,2022-04-12 15:00:00,ETH/USD,3027.29,3058.88,3025.75,3043.11,398.26167762,1211954.0937821981
1649772000,2022-04-12 14:00:00,ETH/USD,3051.92,3052.66,3015.69,3028.09,564.10865567,1708171.7791477703
1649768400,2022-04-12 13:00:00,ETH/USD,3080.08,3090.00,3049.32,3053.48,1096.47232235,3348056.306849278
1649764800,2022-04-12 12:00:00,ETH/USD,3041.47,3081.86,3028.96,3081.86,1200.99234036,3701290.25406187
1649761200,2022-04-12 11:00:00,ETH/USD,3017.19,3043.43,3013.74,3041.57,190.15633392,578373.8005610545
1649757600,2022-04-12 10:00:00,ETH/USD,3026.54,3029.48,3010.98,3017.19,212.38540103,640807.1081337057
1649754000,2022-04-12 09:00:00,ETH/USD,3026.67,3030.38,3013.24,3026.54,290.77520862,880042.7998967748
1649750400,2022-04-12 08:00:00,ETH/USD,3025.33,3036.32,3020.36,3028.14,203.13370807,615117.3067550898
1649746800,2022-04-12 07:00:00,ETH/USD,3005.71,3028.35,2999.44,3025.90,386.91823950,1170775.90090305
1649743200,2022-04-12 06:00:00,ETH/USD,3020.00,3028.74,3003.69,3005.88,245.34671569,737482.7857582573
1649739600,2022-04-12 05:00:00,ETH/USD,3002.46,3022.29,2993.78,3019.84,158.14077038,477559.8240243392
1649736000,2022-04-12 04:00:00,ETH/USD,2984.39,3003.99,2972.47,3001.12,110.50074859,331626.0066084208
1649732400,2022-04-12 03:00:00,ETH/USD,2969.35,2985.03,2967.22,2983.29,167.64865973,500144.57008591166
1649728800,2022-04-12 02:00:00,ETH/USD,2973.54,2979.69,2951.48,2966.48,186.73849849,553956.0210006152
1649725200,2022-04-12 01:00:00,ETH/USD,2973.59,2988.96,2959.10,2973.51,155.24441152,461620.8100988352
1649721600,2022-04-12 00:00:00,ETH/USD,2984.40,2995.93,2964.20,2971.63,184.45695543,548137.8224644508
1649718000,2022-04-11 23:00:00,ETH/USD,2998.65,3006.87,2976.22,2979.58,169.52970147,505127.30790598254
1649714400,2022-04-11 22:00:00,ETH/USD,2965.00,3015.40,2955.12,3000.49,334.13558181,1002570.4718650869
1649710800,2022-04-11 21:00:00,ETH/USD,2998.13,3002.93,2947.91,2965.00,631.99307904,1873859.4793536
1649707200,2022-04-11 20:00:00,ETH/USD,3005.59,3017.91,2970.16,2993.25,484.98004541,1451666.5209234825
1649703600,2022-04-11 19:00:00,ETH/USD,3037.92,3040.80,2983.12,3004.54,2503.67010828,7522376.987131591
1649700000,2022-04-11 18:00:00,ETH/USD,3022.74,3038.58,3007.98,3034.52,2424.57027920,7357407.003637984
1649696400,2022-04-11 17:00:00,ETH/USD,3025.69,3030.38,2991.98,3022.40,299.79701254,906106.4907008961
1649692800,2022-04-11 16:00:00,ETH/USD,3003.00,3025.23,2978.00,3017.57,1068.72454682,3224951.130747627
1649689200,2022-04-11 15:00:00,ETH/USD,3026.56,3040.16,3003.91,3004.81,1361.22359900,4090218.2825111896
1649685600,2022-04-11 14:00:00,ETH/USD,3046.69,3056.38,3016.19,3023.98,787.66945319,2381896.673057496
1649682000,2022-04-11 13:00:00,ETH/USD,3053.95,3058.83,3012.73,3048.06,7697.83707143,23463469.263942923
1649678400,2022-04-11 12:00:00,ETH/USD,3048.34,3065.67,3036.26,3054.57,567.28861827,1732822.794708994
1649674800,2022-04-11 11:00:00,ETH/USD,3077.43,3081.43,3028.01,3050.81,876.11275419,2672853.551610394
