unix,date,symbol,open,high,low,close,Volume BCH,Volume USD
1649898000,2022-04-14 01:00:00,BCH/USD,341.98,345.46,341.76,345.02,256.51889059,88504.1476313618
1649894400,2022-04-14 00:00:00,BCH/USD,341.28,343.48,341.22,341.60,176.35187927,60241.80195863201
1649890800,2022-04-13 23:00:00,BCH/USD,344.70,345.11,341.33,341.33,285.80659406,97554.3647504998
1649887200,2022-04-13 22:00:00,BCH/USD,344.60,346.51,342.72,344.78,680.03124701,234461.17334410778
1649883600,2022-04-13 21:00:00,BCH/USD,345.18,349.00,343.91,345.54,210.50562546,72738.11382144841
1649880000,2022-04-13 20:00:00,BCH/USD,342.64,346.29,341.40,344.64,435.52917095,150100.77347620798
1649876400,2022-04-13 19:00:00,BCH/USD,341.02,342.78,340.33,342.15,388.49491382,132923.534763513
1649872800,2022-04-13 18:00:00,BCH/USD,339.76,343.91,339.04,340.41,302.98913687,103140.5320819167
1649869200,2022-04-13 17:00:00,BCH/USD,337.23,343.43,335.70,340.33,466.52605333,158772.8117297989
1649865600,2022-04-13 16:00:00,BCH/USD,337.76,339.74,335.48,337.45,776.86546014,262153.249524243
1649862000,2022-04-13 15:00:00,BCH/USD,332.51,339.45,332.37,336.64,260.77889659,87788.60774805759
1649858400,2022-04-13 14:00:00,BCH/USD,333.74,334.06,330.03,333.21,165.94306988,55293.890314714794
1649854800,2022-04-13 13:00:00,BCH/USD,323.23,334.56,322.46,333.77,655.14765416,218668.6325289832
1649851200,2022-04-13 12:00:00,BCH/USD,320.70,326.89,320.70,323.74,648.72324351,210017.6628539274
1649847600,2022-04-13 11:00:00,BCH/USD,306.65,324.59,306.65,319.52,3258.46249236,1041143.9355588672
1649844000,2022-04-13 10:00:00,BCH/USD,307.88,308.16,305.60,306.20,139.41576071,42689.105929402
1649840400,2022-04-13 09:00:00,BCH/USD,307.75,308.30,306.77,308.01,229.16658067,70585.5985121667
1649836800,2022-04-13 08:00:00,BCH/USD,305.84,307.28,304.89,306.91,295.94624708,90828.8626913228
1649833200,2022-04-13 07:00:00,BCH/USD,304.18,306.20,303.83,305.78,79.82008130,24407.384459913996
1649829600,2022-04-13 06:00:00,BCH/USD,306.96,307.33,304.47,304.47,139.23552223,42393.0394533681
1649826000,2022-04-13 05:00:00,BCH/USD,305.73,306.60,305.14,306.55,114.75861700,35179.25404135
1649822400,2022-04-13 04:00:00,BCH/USD,304.15,305.14,303.00,305.14,82.21685088,25087.649877523196
1649818800,2022-04-13 03:00:00,BCH/USD,304.18,305.07,303.48,303.95,269.37655231,81877.0030746245
1649815200,2022-04-13 02:00:00,BCH/USD,303.55,304.65,303.55,304.19,73.26126777,22285.3450429563
1649811600,2022-04-13 01:00:00,BCH/USD,302.45,303.72,301.22,302.76,214.73425622,65012.943413167195
1649808000,2022-04-13 00:00:00,BCH/USD,305.72,306.31,302.69,302.69,173.59448270,52545.31396846299
1649804400,2022-04-12 23:00:00,BCH/USD,303.78,305.21,303.16,304.76,159.51619965,48614.157005334
1649800800,2022-04-12 22:00:00,BCH/USD,300.92,302.63,299.66,302.11,274.75071170,83004.937511687
1649797200,2022-04-12 21:00:00,BCH/USD,298.93,300.95,298.93,300.95,77.47812062,23317.040400588998
1649793600,2022-04-12 20:00:00,BCH/USD,298.88,299.28,298.69,298.69,153.11686608,45734.4767294352
1649790000,2022-04-12 19:00:00,BCH/USD,300.29,300.29,297.88,297.88,114.70143735,34167.264157818005
1649786400,2022-04-12 18:00:00,BCH/USD,302.42,302.42,299.55,299.69,32.36500048,9699.4669938512
1649782800,2022-04-12 17:00:00,BCH/USD,304.37,305.00,302.39,302.39,55.19175172,16689.433802610798
1649779200,2022-04-12 16:00:00,BCH/USD,304.58,305.19,303.26,304.02,73.11268903,22227.719718900596
1649775600,2022-04-12 15:00:00,BCH/USD,304.21,305.03,304.21,304.37,15.18839000,4622.8902643
1649772000,2022-04-12 14:00:00,BCH/USD,305.69,305.69,302.32,303.26,296.86940102,90028.6145533252
1649768400,2022-04-12 13:00:00,BCH/USD,306.93,307.29,305.57,306.39,206.33356495,63218.5409650305
1649764800,2022-04-12 12:00:00,BCH/USD,303.78,306.21,302.38,305.77,311.56459404,95267.10591961078
1649761200,2022-04-12 11:00:00,BCH/USD,300.85,304.23,300.73,304.03,345.73527408,105113.8953785424
1649757600,2022-04-12 10:00:00,BCH/USD,301.84,301.91,300.53,301.03,99.44029061,29934.5106823283
1649754000,2022-04-12 09:00:00,BCH/USD,303.01,303.02,301.22,301.65,192.67973830,58121.843058194994
1649750400,2022-04-12 08:00:00,BCH/USD,302.61,303.54,302.35,303.01,78.02902126,23643.573731992597
1649746800,2022-04-12 07:00:00,BCH/USD,301.73,303.03,301.10,302.43,129.10476873,39045.1552070139
1649743200,2022-04-12 06:00:00,BCH/USD,305.32,305.56,301.80,301.90,270.11536221,81547.82785119899
1649739600,2022-04-12 05:00:00,BCH/USD,302.89,304.85,302.55,304.85,76.47984784,23314.881614024
1649736000,2022-04-12 04:00:00,BCH/USD,299.99,302.71,299.97,302.71,78.54790938,23777.237648419796
1649732400,2022-04-12 03:00:00,BCH/USD,298.25,299.96,298.15,299.96,195.53666044,58653.176665582396
1649728800,2022-04-12 02:00:00,BCH/USD,297.94,298.49,295.70,298.14,216.28008217,64481.743698163795
1649725200,2022-04-12 01:00:00,BCH/USD,296.47,299.72,296.41,298.00,132.75900288,39562.18285824
1649721600,2022-04-12 00:00:00,BCH/USD,295.64,297.73,293.52,296.92,197.58796976,58667.819981139204
1649718000,2022-04-11 23:00:00,BCH/USD,295.67,296.48,294.30,294.64,90.17588939,26569.424049869598
1649714400,2022-04-11 22:00:00,BCH/USD,292.06,296.61,291.65,294.95,205.90149627,60730.646324836496
