https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ADA,Volume USD
1648998000,2022-04-03 15:00:00,ADA/USD,1.18313,1.18313,1.18209,1.18209,365.16405921,431.6567827515489
1648994400,2022-04-03 14:00:00,ADA/USD,1.17543,1.17543,1.17284,1.17284,501.50184434,588.1814231157257
1648990800,2022-04-03 13:00:00,ADA/USD,1.18066,1.18271,1.17852,1.17852,59695.08876918,70351.85601625402
1648987200,2022-04-03 12:00:00,ADA/USD,1.17302,1.17993,1.17302,1.17993,407.40940512,480.7145793832415
1648983600,2022-04-03 11:00:00,ADA/USD,1.16635,1.17316,1.16635,1.17316,417.79026045,490.134821949522
1648980000,2022-04-03 10:00:00,ADA/USD,1.16594,1.16831,1.16375,1.16831,630.04629052,736.0893816774211
1648976400,2022-04-03 09:00:00,ADA/USD,1.16279,1.16553,1.16248,1.16553,8069.14198690,9404.827059991556
1648972800,2022-04-03 08:00:00,ADA/USD,1.16989,1.16989,1.16854,1.16854,63.11059463,73.7472542489402
1648969200,2022-04-03 07:00:00,ADA/USD,1.16603,1.16603,1.16603,1.16603,1310.87490199,1528.5194619673994
1648965600,2022-04-03 06:00:00,ADA/USD,1.17212,1.17212,1.17212,1.17212,0.00000000,0.0
1648962000,2022-04-03 05:00:00,ADA/USD,1.16659,1.17212,1.16659,1.17212,64.53625500,75.6442352106
1648958400,2022-04-03 04:00:00,ADA/USD,1.16051,1.16500,1.16051,1.16500,6263.75915528,7297.279415901201
1648954800,2022-04-03 03:00:00,ADA/USD,1.15883,1.15970,1.15883,1.15970,73.29065500,84.9951726035
1648951200,2022-04-03 02:00:00,ADA/USD,1.15881,1.15881,1.15881,1.15881,20.32972700,23.558290944869995
1648947600,2022-04-03 01:00:00,ADA/USD,1.16066,1.16066,1.14769,1.15105,7678.38392521,8838.20381711297
1648944000,2022-04-03 00:00:00,ADA/USD,1.15702,1.15843,1.15702,1.15843,1309.61421790,1517.0963984418972
1648940400,2022-04-02 23:00:00,ADA/USD,1.16263,1.16263,1.15552,1.15552,190.87681591,220.56197832032322
1648936800,2022-04-02 22:00:00,ADA/USD,1.16825,1.16982,1.16825,1.16909,100.05075978,116.96834275120021
1648933200,2022-04-02 21:00:00,ADA/USD,1.15919,1.16053,1.15773,1.16053,615.05010192,713.7840947812176
1648929600,2022-04-02 20:00:00,ADA/USD,1.15934,1.16331,1.15610,1.16282,35938.99590427,41790.58321740324
1648926000,2022-04-02 19:00:00,ADA/USD,1.15414,1.16133,1.15414,1.16133,1356.90605930,1575.815713846869
1648922400,2022-04-02 18:00:00,ADA/USD,1.15990,1.15990,1.15423,1.15500,5347.51221722,6176.3766108891
1648918800,2022-04-02 17:00:00,ADA/USD,1.16141,1.16620,1.16141,1.16598,139.94474534,163.1727741715332
1648915200,2022-04-02 16:00:00,ADA/USD,1.16047,1.16047,1.16047,1.16047,51.59998965,59.88023998913549
1648911600,2022-04-02 15:00:00,ADA/USD,1.17621,1.17621,1.15716,1.15716,1509.53928142,1746.7784748879671
1648908000,2022-04-02 14:00:00,ADA/USD,1.18038,1.18038,1.17950,1.17950,803.00000000,947.1385
1648904400,2022-04-02 13:00:00,ADA/USD,1.18726,1.18726,1.18726,1.18726,59.04923800,70.10679830788
1648900800,2022-04-02 12:00:00,ADA/USD,1.18512,1.18591,1.18398,1.18398,4684.17239921,5545.966437216655
1648897200,2022-04-02 11:00:00,ADA/USD,1.18966,1.18966,1.18729,1.18729,7511.68026546,8918.542862378003
1648893600,2022-04-02 10:00:00,ADA/USD,1.18702,1.18702,1.18702,1.18702,25.61164300,30.40153247386
