unix,date,symbol,open,high,low,close,Volume AAVE,Volume USD
1649062800,2022-04-04 09:00:00,AAVE/USD,239.90,240.62,238.60,238.60,40.60057306,9687.296732116
1649059200,2022-04-04 08:00:00,AAVE/USD,239.50,240.55,238.64,238.64,0.85929563,205.0623091432
1649055600,2022-04-04 07:00:00,AAVE/USD,239.66,240.33,239.66,240.33,5.20000000,1249.7160000000001
1649052000,2022-04-04 06:00:00,AAVE/USD,240.77,241.23,240.00,241.23,25.76304667,6214.8197482041005
1649048400,2022-04-04 05:00:00,AAVE/USD,239.30,241.02,239.30,240.97,3.24874169,782.8492850393001
1649044800,2022-04-04 04:00:00,AAVE/USD,238.80,239.95,238.80,239.95,0.42600771,102.22055001449999
1649041200,2022-04-04 03:00:00,AAVE/USD,241.88,241.88,241.24,241.38,4.62837984,1117.1983257791999
1649037600,2022-04-04 02:00:00,AAVE/USD,238.86,242.59,238.86,242.59,10.86427157,2635.5636401663
1649034000,2022-04-04 01:00:00,AAVE/USD,239.26,239.65,238.31,239.65,24.19164802,5797.528447993
1649030400,2022-04-04 00:00:00,AAVE/USD,241.16,241.73,237.27,237.39,42.24364712,10028.219389816799
1649026800,2022-04-03 23:00:00,AAVE/USD,244.74,244.98,242.50,243.00,32.42618665,7879.563355949999
1649023200,2022-04-03 22:00:00,AAVE/USD,246.22,248.81,245.90,245.90,75.00633440,18444.05762896
1649019600,2022-04-03 21:00:00,AAVE/USD,245.47,246.06,244.58,246.06,18.11426107,4457.1950788842005
1649016000,2022-04-03 20:00:00,AAVE/USD,245.12,245.12,243.90,243.90,8.64934323,2109.574813797
1649012400,2022-04-03 19:00:00,AAVE/USD,245.29,245.87,243.44,243.89,0.57766940,140.88778996599999
1649008800,2022-04-03 18:00:00,AAVE/USD,243.22,245.03,243.22,243.86,1.46463615,357.166171539
1649005200,2022-04-03 17:00:00,AAVE/USD,241.67,242.87,241.67,242.62,52.35037809,12701.2487321958
1649001600,2022-04-03 16:00:00,AAVE/USD,241.55,242.19,239.60,242.04,12.07062907,2921.5750601028003
1648998000,2022-04-03 15:00:00,AAVE/USD,246.65,246.65,242.35,242.35,30.29728695,7342.5474923325
1648994400,2022-04-03 14:00:00,AAVE/USD,242.75,242.76,242.75,242.76,0.42411966,102.9592886616
1648990800,2022-04-03 13:00:00,AAVE/USD,246.11,246.15,244.15,244.62,48.04099636,11751.7885295832
1648987200,2022-04-03 12:00:00,AAVE/USD,252.66,252.75,248.14,248.54,85.33851069,21210.0334468926
1648983600,2022-04-03 11:00:00,AAVE/USD,246.98,252.36,246.78,252.36,64.21128473,16204.359814462801
1648980000,2022-04-03 10:00:00,AAVE/USD,246.10,247.60,246.10,247.60,8.42166820,2085.20504632
1648976400,2022-04-03 09:00:00,AAVE/USD,244.17,244.19,244.17,244.19,9.69726474,2367.9750768606
1648972800,2022-04-03 08:00:00,AAVE/USD,241.83,241.83,241.83,241.83,7.78083223,1881.6386581809
1648969200,2022-04-03 07:00:00,AAVE/USD,244.46,245.52,244.46,245.52,102.31675615,25120.809969948
1648965600,2022-04-03 06:00:00,AAVE/USD,245.95,247.50,244.20,244.20,9.46898494,2312.326122348
1648962000,2022-04-03 05:00:00,AAVE/USD,242.11,245.60,242.11,245.60,0.37680815,92.54408164
1648958400,2022-04-03 04:00:00,AAVE/USD,238.46,241.60,238.46,241.60,3.87766118,936.842941088
1648954800,2022-04-03 03:00:00,AAVE/USD,236.82,236.82,236.82,236.82,0.00000000,0.0
1648951200,2022-04-03 02:00:00,AAVE/USD,236.52,236.82,236.52,236.82,0.27122795,64.23220311899999
1648947600,2022-04-03 01:00:00,AAVE/USD,238.64,238.64,231.90,236.22,79.72661088,18833.0200220736
1648944000,2022-04-03 00:00:00,AAVE/USD,238.62,240.24,238.01,238.31,89.17317638,21250.8596631178
1648940400,2022-04-02 23:00:00,AAVE/USD,241.48,241.48,236.29,236.81,15.46835332,3663.0607497092
1648936800,2022-04-02 22:00:00,AAVE/USD,245.39,246.60,241.48,241.48,3.32407188,802.6968775823999
1648933200,2022-04-02 21:00:00,AAVE/USD,244.50,246.98,243.00,245.11,37.78687737,9261.9415121607
1648929600,2022-04-02 20:00:00,AAVE/USD,242.00,246.60,241.00,245.00,7.56077989,1852.39107305
1648926000,2022-04-02 19:00:00,AAVE/USD,237.93,244.96,237.93,242.79,61.04496348,14821.106683309199
1648922400,2022-04-02 18:00:00,AAVE/USD,240.99,241.00,236.19,237.95,129.80452105,30886.9857838475
1648918800,2022-04-02 17:00:00,AAVE/USD,241.68,241.68,241.31,241.31,40.57053746,9790.076394472599
1648915200,2022-04-02 16:00:00,AAVE/USD,237.30,237.30,237.30,237.30,0.00000000,0.0
1648911600,2022-04-02 15:00:00,AAVE/USD,241.04,241.04,235.94,237.30,37.18447281,8823.875397813
1648908000,2022-04-02 14:00:00,AAVE/USD,245.43,245.43,244.87,244.87,2.43006551,595.0501414337
1648904400,2022-04-02 13:00:00,AAVE/USD,246.57,247.03,246.57,247.03,1.06998568,264.3185625304
1648900800,2022-04-02 12:00:00,AAVE/USD,242.80,247.16,242.80,247.16,1.68332986,416.0518081976
1648897200,2022-04-02 11:00:00,AAVE/USD,248.54,249.00,246.67,246.67,151.85477802,37458.018094193394
1648893600,2022-04-02 10:00:00,AAVE/USD,247.15,248.75,245.80,248.75,15.16495515,3772.2825935625
1648890000,2022-04-02 09:00:00,AAVE/USD,244.02,249.15,244.02,246.96,120.22031314,29689.6085330544
1648886400,2022-04-02 08:00:00,AAVE/USD,242.62,242.62,242.62,242.62,0.00000000,0.0
1648882800,2022-04-02 07:00:00,AAVE/USD,244.30,244.34,241.24,242.62,56.86520020,13796.634872523999
1648879200,2022-04-02 06:00:00,AAVE/USD,245.07,245.07,243.46,243.46,9.48276102,2308.6729979292
1648875600,2022-04-02 05:00:00,AAVE/USD,244.68,246.31,244.11,244.11,82.39517853,20113.4870309583
1648872000,2022-04-02 04:00:00,AAVE/USD,247.52,247.52,247.52,247.52,0.00000000,0.0
1648868400,2022-04-02 03:00:00,AAVE/USD,247.52,247.52,247.52,247.52,0.00000000,0.0
1648864800,2022-04-02 02:00:00,AAVE/USD,246.21,247.52,245.79,247.52,67.49170404,16705.546583980802
1648861200,2022-04-02 01:00:00,AAVE/USD,247.31,247.31,245.64,246.04,37.64406007,9261.9445396228
1648857600,2022-04-02 00:00:00,AAVE/USD,242.29,256.74,242.29,251.79,55.03454823,13857.1488988317
1648854000,2022-04-01 23:00:00,AAVE/USD,246.88,246.88,244.55,246.07,36.81554870,9059.202068609
1648850400,2022-04-01 22:00:00,AAVE/USD,250.60,250.60,246.39,247.57,19.51330042,4830.9077849794
1648846800,2022-04-01 21:00:00,AAVE/USD,252.84,254.52,249.91,250.53,86.27269134,21613.8973614102
