SNo,Name,Symbol,Date,High,Low,Open,Close,Volume,Marketcap
1882,Bitcoin,BTC,2018-06-23 23:59:59,6224.81982421875,6071.81005859375,6090.10009765625,6162.47998046875,3431360000.0,105449276520.0
1883,Bitcoin,BTC,2018-06-24 23:59:59,6223.77978515625,5826.41015625,6164.27978515625,6173.22998046875,4566909952.0,105646571668.0
1884,Bitcoin,BTC,2018-06-25 23:59:59,6327.3701171875,6119.68017578125,6171.97021484375,6249.18017578125,5500810240.0,106958465208.0
1885,Bitcoin,BTC,2018-06-26 23:59:59,6290.16015625,6093.669921875,6253.5498046875,6093.669921875,3279759872.0,104307939200.0
1886,Bitcoin,BTC,2018-06-27 23:59:59,6180.0,6052.85009765625,6084.39990234375,6157.1298828125,3296219904.0,105403600614.0
1887,Bitcoin,BTC,2018-06-28 23:59:59,6170.41015625,5873.0498046875,6153.16015625,5903.43994140625,3467800064.0,101072353482.0
1888,Bitcoin,BTC,2018-06-29 23:59:59,6261.66015625,5835.75,5898.1298828125,6218.2998046875,3966230016.0,106474707240.0
1889,Bitcoin,BTC,2018-06-30 23:59:59,6465.509765625,6214.22021484375,6214.22021484375,6404.0,4543860224.0,109665618200.0
1890,Bitcoin,BTC,2018-07-01 23:59:59,6432.85009765625,6289.2900390625,6411.68017578125,6385.81982421875,4788259840.0,109366024632.0
1891,Bitcoin,BTC,2018-07-02 23:59:59,6683.85986328125,6305.7001953125,6380.3798828125,6614.18017578125,4396930048.0,113288832522.0
1892,Bitcoin,BTC,2018-07-03 23:59:59,6671.3701171875,6447.75,6596.66015625,6529.58984375,4672309760.0,111849428104.0
1893,Bitcoin,BTC,2018-07-04 23:59:59,6771.919921875,6450.4599609375,6550.8701171875,6597.5498046875,4176689920.0,113024522547.0
1894,Bitcoin,BTC,2018-07-05 23:59:59,6749.5400390625,6546.64990234375,6599.7099609375,6639.14013671875,4999240192.0,113748385620.0
1895,Bitcoin,BTC,2018-07-06 23:59:59,6700.93994140625,6533.5498046875,6638.68994140625,6673.5,4313959936.0,114350502582.0
1896,Bitcoin,BTC,2018-07-07 23:59:59,6863.990234375,6579.240234375,6668.7099609375,6856.93017578125,3961080064.0,117506606000.0
1897,Bitcoin,BTC,2018-07-08 23:59:59,6885.91015625,6747.97998046875,6857.7998046875,6773.8798828125,3386210048.0,116097021279.0
1898,Bitcoin,BTC,2018-07-09 23:59:59,6838.68017578125,6724.33984375,6775.080078125,6741.75,3718129920.0,115557889495.0
1899,Bitcoin,BTC,2018-07-10 23:59:59,6767.740234375,6320.72021484375,6739.2099609375,6329.9501953125,4052430080.0,108511009626.0
1900,Bitcoin,BTC,2018-07-11 23:59:59,6444.9599609375,6330.47021484375,6330.77001953125,6394.7099609375,3644859904.0,109631867446.0
1901,Bitcoin,BTC,2018-07-12 23:59:59,6397.10009765625,6136.419921875,6396.77978515625,6228.81005859375,3770170112.0,106798864820.0
1902,Bitcoin,BTC,2018-07-13 23:59:59,6310.5498046875,6192.240234375,6235.02978515625,6238.0498046875,3805400064.0,106968440793.0
1903,Bitcoin,BTC,2018-07-14 23:59:59,6298.18994140625,6212.22021484375,6247.5,6276.1201171875,2923670016.0,107631453835.0
1904,Bitcoin,BTC,2018-07-15 23:59:59,6403.4599609375,6256.509765625,6272.7001953125,6359.64013671875,3285459968.0,109074579938.0
1905,Bitcoin,BTC,2018-07-16 23:59:59,6741.75,6357.009765625,6357.009765625,6741.75,4725799936.0,115638203962.0
1906,Bitcoin,BTC,2018-07-17 23:59:59,7387.240234375,6684.169921875,6739.64990234375,7321.0400390625,5961950208.0,125588963706.0
1907,Bitcoin,BTC,2018-07-18 23:59:59,7534.990234375,7280.47021484375,7315.31982421875,7370.77978515625,6103410176.0,126458165406.0
1908,Bitcoin,BTC,2018-07-19 23:59:59,7494.4599609375,7295.4599609375,7378.2001953125,7466.85986328125,5111629824.0,128122730711.0
1909,Bitcoin,BTC,2018-07-20 23:59:59,7594.669921875,7323.259765625,7467.39990234375,7354.1298828125,4936869888.0,126202570251.0
1910,Bitcoin,BTC,2018-07-21 23:59:59,7437.64013671875,7262.41015625,7352.72021484375,7419.2900390625,3726609920.0,127333468174.0
1911,Bitcoin,BTC,2018-07-22 23:59:59,7537.9501953125,7383.81982421875,7417.7998046875,7418.490234375,3695460096.0,127336615249.0
1912,Bitcoin,BTC,2018-07-23 23:59:59,7771.5,7409.10009765625,7414.7099609375,7711.10986328125,5132480000.0,132375368459.0
1913,Bitcoin,BTC,2018-07-24 23:59:59,8424.26953125,7705.5,7716.509765625,8424.26953125,7277689856.0,144634918474.0
1914,Bitcoin,BTC,2018-07-25 23:59:59,8416.8701171875,8086.35986328125,8379.66015625,8181.39013671875,5845400064.0,140482950401.0
1915,Bitcoin,BTC,2018-07-26 23:59:59,8290.330078125,7878.7099609375,8176.85009765625,7951.580078125,4899089920.0,136553079708.0
1916,Bitcoin,BTC,2018-07-27 23:59:59,8262.66015625,7839.759765625,7950.39990234375,8165.009765625,5195879936.0,140235573607.0
1917,Bitcoin,BTC,2018-07-28 23:59:59,8222.849609375,8110.77001953125,8169.06005859375,8192.150390625,3988750080.0,140716560550.0
1918,Bitcoin,BTC,2018-07-29 23:59:59,8272.259765625,8141.18017578125,8205.8203125,8218.4599609375,4107190016.0,141185844808.0
1919,Bitcoin,BTC,2018-07-30 23:59:59,8235.5,7917.5,8221.58,8180.48,5551400000.0,140547190784.0
1920,Bitcoin,BTC,2018-07-31 23:59:59,8181.53,7696.93,8181.2,7780.44,5287530000.0,133688476220.0
1921,Bitcoin,BTC,2018-08-01 23:59:59,7769.04,7504.95,7769.04,7624.91,4797620000.0,131030166771.0
1922,Bitcoin,BTC,2018-08-02 23:59:59,7712.77,7523.44,7634.19,7567.15,4214110000.0,130052066760.0
1923,Bitcoin,BTC,2018-08-03 23:59:59,7562.14,7328.65,7562.14,7434.39,4627150000.0,127785826655.0
1924,Bitcoin,BTC,2018-08-04 23:59:59,7497.49,6984.07,7438.67,7032.85,4268390000.0,120899698889.0
1925,Bitcoin,BTC,2018-08-05 23:59:59,7102.77,6940.7,7031.08,7068.48,3679110000.0,121526079384.0
1926,Bitcoin,BTC,2018-08-06 23:59:59,7166.55,6890.54,7062.94,6951.8,3925900000.0,119531508535.0
1927,Bitcoin,BTC,2018-08-07 23:59:59,7146.56,6748.24,6958.32,6753.12,4682800000.0,116128339800.0
1928,Bitcoin,BTC,2018-08-08 23:59:59,6746.85,6226.22,6746.85,6305.8,5064430000.0,108448409560.0
1929,Bitcoin,BTC,2018-08-09 23:59:59,6625.73,6249.07,6305.56,6568.23,4267040000.0,112973963230.0
1930,Bitcoin,BTC,2018-08-10 23:59:59,6591.26,6124.52,6571.42,6184.71,4528680000.0,106390927598.0
1931,Bitcoin,BTC,2018-08-11 23:59:59,6455.74,6109.03,6185.79,6295.73,4047850000.0,108314257212.0
1932,Bitcoin,BTC,2018-08-12 23:59:59,6409.85,6237.5,6283.65,6322.69,5665250000.0,108790259014.0
1933,Bitcoin,BTC,2018-08-13 23:59:59,6537.05,6225.72,6341.36,6297.57,4083980000.0,108369686635.0
1934,Bitcoin,BTC,2018-08-14 23:59:59,6287.94,5971.05,6287.66,6199.71,5301700000.0,106696389129.0
1935,Bitcoin,BTC,2018-08-15 23:59:59,6588.49,6221.42,6221.42,6308.52,4895450000.0,108581773101.0
1936,Bitcoin,BTC,2018-08-16 23:59:59,6473.5,6276.41,6294.23,6334.73,4328420000.0,109045250379.0
1937,Bitcoin,BTC,2018-08-17 23:59:59,6582.5,6324.97,6340.91,6580.63,4992990000.0,113290724406.0
1938,Bitcoin,BTC,2018-08-18 23:59:59,6617.35,6353.73,6583.43,6423.76,3984520000.0,110603014928.0
1939,Bitcoin,BTC,2018-08-19 23:59:59,6537.98,6361.55,6422.57,6506.07,3311170000.0,112031838393.0
1940,Bitcoin,BTC,2018-08-20 23:59:59,6536.92,6297.93,6500.51,6308.53,3665100000.0,108642191682.0
1941,Bitcoin,BTC,2018-08-21 23:59:59,6500.87,6298.24,6301.07,6488.76,3377180000.0,111758100192.0
1942,Bitcoin,BTC,2018-08-22 23:59:59,6816.79,6310.11,6486.25,6376.71,4668110000.0,109840902181.0
1943,Bitcoin,BTC,2018-08-23 23:59:59,6546.54,6371.34,6371.34,6534.88,3426180000.0,112577436411.0
1944,Bitcoin,BTC,2018-08-24 23:59:59,6719.96,6498.64,6551.52,6719.96,4097820000.0,115778358839.0
1945,Bitcoin,BTC,2018-08-25 23:59:59,6789.63,6700.96,6719.95,6763.19,3312600000.0,116534497933.0
1946,Bitcoin,BTC,2018-08-26 23:59:59,6774.75,6620.75,6754.64,6707.26,3295500000.0,115585205491.0
1947,Bitcoin,BTC,2018-08-27 23:59:59,6884.64,6689.71,6710.8,6884.64,4019000000.0,118657885712.0
1948,Bitcoin,BTC,2018-08-28 23:59:59,7109.56,6882.34,6891.08,7096.28,4659940000.0,122319195736.0
1949,Bitcoin,BTC,2018-08-29 23:59:59,7113.3,6970.82,7091.71,7047.16,4145880000.0,121484666374.0
1950,Bitcoin,BTC,2018-08-30 23:59:59,7072.69,6834.69,7043.76,6978.23,4463250000.0,120309828156.0
1951,Bitcoin,BTC,2018-08-31 23:59:59,7057.17,6920.16,6973.97,7037.58,4495650000.0,121346613238.0
1952,Bitcoin,BTC,2018-09-01 23:59:59,7242.29,7038.05,7044.81,7193.25,4116050000.0,124044625438.0
1953,Bitcoin,BTC,2018-09-02 23:59:59,7306.31,7132.16,7189.58,7272.72,4329540000.0,125427780027.0
1954,Bitcoin,BTC,2018-09-03 23:59:59,7317.94,7208.15,7279.03,7260.06,4087760000.0,125222785390.0
1955,Bitcoin,BTC,2018-09-04 23:59:59,7388.26,7255.44,7263.0,7361.66,4273640000.0,126986882925.0
1956,Bitcoin,BTC,2018-09-05 23:59:59,7388.43,6792.83,7361.46,6792.83,5800460000.0,117185657641.0
1957,Bitcoin,BTC,2018-09-06 23:59:59,6755.14,6404.72,6755.14,6529.17,5523470000.0,112649565532.0
1958,Bitcoin,BTC,2018-09-07 23:59:59,6555.29,6396.87,6528.92,6467.07,4264680000.0,111590424587.0
1959,Bitcoin,BTC,2018-09-08 23:59:59,6534.25,6197.52,6460.17,6225.98,3835060000.0,107442122871.0
1960,Bitcoin,BTC,2018-09-09 23:59:59,6446.26,6201.22,6223.38,6300.86,3671890000.0,108747090915.0
1961,Bitcoin,BTC,2018-09-10 23:59:59,6374.98,6292.76,6301.57,6329.7,3714100000.0,109255603474.0
1962,Bitcoin,BTC,2018-09-11 23:59:59,6398.92,6260.21,6331.88,6321.2,3849910000.0,109119948884.0
1963,Bitcoin,BTC,2018-09-12 23:59:59,6363.87,6265.09,6317.01,6351.8,4064230000.0,109661521297.0
1964,Bitcoin,BTC,2018-09-13 23:59:59,6535.41,6354.24,6354.24,6517.31,4210910000.0,112530970182.0
1965,Bitcoin,BTC,2018-09-14 23:59:59,6596.1,6456.17,6515.41,6512.71,4076220000.0,112462453186.0
1966,Bitcoin,BTC,2018-09-15 23:59:59,6561.72,6493.55,6509.4,6543.2,3216300000.0,113000324618.0
1967,Bitcoin,BTC,2018-09-16 23:59:59,6544.33,6460.1,6536.68,6517.18,3273730000.0,112562367224.0
1968,Bitcoin,BTC,2018-09-17 23:59:59,6540.21,6257.52,6514.06,6281.2,3910780000.0,108497127334.0
1969,Bitcoin,BTC,2018-09-18 23:59:59,6384.18,6265.71,6280.91,6371.3,4180090000.0,110064685348.0
1970,Bitcoin,BTC,2018-09-19 23:59:59,6448.46,6208.34,6371.85,6398.54,4431340000.0,110547735544.0
1971,Bitcoin,BTC,2018-09-20 23:59:59,6529.26,6395.95,6398.85,6519.67,4348110000.0,112653130183.0
1972,Bitcoin,BTC,2018-09-21 23:59:59,6794.33,6496.36,6513.87,6734.95,6531940000.0,116385068032.0
1973,Bitcoin,BTC,2018-09-22 23:59:59,6814.56,6616.8,6735.05,6721.98,4509660000.0,116173876360.0
1974,Bitcoin,BTC,2018-09-23 23:59:59,6766.15,6679.42,6715.32,6710.63,4197500000.0,115990387532.0
1975,Bitcoin,BTC,2018-09-24 23:59:59,6713.56,6580.9,6704.77,6595.41,4177310000.0,114011060309.0
1976,Bitcoin,BTC,2018-09-25 23:59:59,6603.64,6381.86,6603.64,6446.47,4726180000.0,111450035114.0
1977,Bitcoin,BTC,2018-09-26 23:59:59,6585.91,6397.89,6452.79,6495.0,4437300000.0,112300336125.0
1978,Bitcoin,BTC,2018-09-27 23:59:59,6712.1,6464.95,6495.29,6676.75,4606810000.0,115454861756.0
1979,Bitcoin,BTC,2018-09-28 23:59:59,6785.03,6598.32,6678.75,6644.13,5014430000.0,114903584220.0
1980,Bitcoin,BTC,2018-09-29 23:59:59,6643.1,6511.65,6643.1,6601.96,4363690000.0,114186839964.0
1981,Bitcoin,BTC,2018-09-30 23:59:59,6643.78,6566.54,6604.71,6625.56,4002280000.0,114608519470.0
1982,Bitcoin,BTC,2018-10-01 23:59:59,6653.3,6549.08,6619.85,6589.62,4000970000.0,113999846113.0
1983,Bitcoin,BTC,2018-10-02 23:59:59,6611.84,6537.9,6593.24,6556.1,3979260000.0,113431019760.0
1984,Bitcoin,BTC,2018-10-03 23:59:59,6571.46,6454.03,6553.86,6502.59,3887310000.0,112516993837.0
1985,Bitcoin,BTC,2018-10-04 23:59:59,6603.31,6497.91,6497.91,6576.69,3838410000.0,113811343543.0
1986,Bitcoin,BTC,2018-10-05 23:59:59,6623.62,6557.41,6574.15,6622.48,3671500000.0,114614764674.0
1987,Bitcoin,BTC,2018-10-06 23:59:59,6628.54,6577.8,6622.45,6588.31,3259740000.0,114033598927.0
1988,Bitcoin,BTC,2018-10-07 23:59:59,6641.49,6557.04,6590.68,6602.95,3306630000.0,114298880311.0
1989,Bitcoin,BTC,2018-10-08 23:59:59,6675.06,6576.04,6600.19,6652.23,3979460000.0,115162906843.0
1990,Bitcoin,BTC,2018-10-09 23:59:59,6661.41,6606.94,6653.08,6642.64,3580810000.0,115007759484.0
1991,Bitcoin,BTC,2018-10-10 23:59:59,6640.29,6538.96,6640.29,6585.53,3787650000.0,114030835912.0
1992,Bitcoin,BTC,2018-10-11 23:59:59,6586.74,6243.74,6586.74,6256.24,5181640000.0,108341572839.0
1993,Bitcoin,BTC,2018-10-12 23:59:59,6328.5,6236.47,6239.25,6274.58,3783500000.0,108669526315.0
1994,Bitcoin,BTC,2018-10-13 23:59:59,6308.51,6259.81,6278.08,6285.99,3064030000.0,108878136724.0
1995,Bitcoin,BTC,2018-10-14 23:59:59,6363.21,6280.15,6288.49,6290.93,3085320000.0,108972590373.0
1996,Bitcoin,BTC,2018-10-15 23:59:59,6965.06,6258.68,6292.64,6596.54,7370770000.0,114280022340.0
1997,Bitcoin,BTC,2018-10-16 23:59:59,6673.59,6571.37,6601.41,6596.11,4074800000.0,114283707152.0
1998,Bitcoin,BTC,2018-10-17 23:59:59,6601.21,6517.45,6590.52,6544.43,4088420000.0,113399343801.0
1999,Bitcoin,BTC,2018-10-18 23:59:59,6567.54,6450.04,6542.33,6476.71,3924080000.0,112237252159.0
2000,Bitcoin,BTC,2018-10-19 23:59:59,6493.68,6445.31,6478.07,6465.41,3578870000.0,112052990522.0
2001,Bitcoin,BTC,2018-10-20 23:59:59,6497.72,6449.0,6460.92,6489.19,3379130000.0,112476559221.0
2002,Bitcoin,BTC,2018-10-21 23:59:59,6556.38,6476.0,6490.09,6482.35,3253610000.0,112369106369.0
2003,Bitcoin,BTC,2018-10-22 23:59:59,6543.8,6462.98,6486.05,6487.16,3672860000.0,112465213723.0
2004,Bitcoin,BTC,2018-10-23 23:59:59,6506.01,6451.27,6472.36,6475.74,3716150000.0,112279779884.0
2005,Bitcoin,BTC,2018-10-24 23:59:59,6521.99,6468.86,6478.89,6495.84,3424670000.0,112637293966.0
2006,Bitcoin,BTC,2018-10-25 23:59:59,6504.65,6447.03,6484.65,6476.29,3230550000.0,112309554478.0
2007,Bitcoin,BTC,2018-10-26 23:59:59,6498.29,6449.61,6468.44,6474.75,3306050000.0,112294341019.0
2008,Bitcoin,BTC,2018-10-27 23:59:59,6507.41,6453.53,6480.84,6480.38,3393250000.0,112403001148.0
2009,Bitcoin,BTC,2018-10-28 23:59:59,6502.28,6447.91,6482.66,6486.39,3445190000.0,112518434372.0
2010,Bitcoin,BTC,2018-10-29 23:59:59,6503.6,6306.99,6492.35,6332.63,4199910000.0,109862898081.0
2011,Bitcoin,BTC,2018-10-30 23:59:59,6364.99,6310.14,6337.04,6334.27,3781100000.0,109903543419.0
2012,Bitcoin,BTC,2018-10-31 23:59:59,6349.16,6316.88,6336.99,6317.61,4191240000.0,109627117226.0
2013,Bitcoin,BTC,2018-11-01 23:59:59,6547.14,6311.83,6318.14,6377.78,3789400000.0,110683820788.0
2014,Bitcoin,BTC,2018-11-02 23:59:59,6396.86,6327.38,6378.92,6388.44,4234870000.0,110880236966.0
2015,Bitcoin,BTC,2018-11-03 23:59:59,6400.07,6342.37,6387.24,6361.26,3658640000.0,110421212888.0
2016,Bitcoin,BTC,2018-11-04 23:59:59,6388.63,6294.57,6365.47,6376.13,4390020000.0,110689215104.0
2017,Bitcoin,BTC,2018-11-05 23:59:59,6480.59,6363.62,6363.62,6419.66,4174800000.0,111456211022.0
2018,Bitcoin,BTC,2018-11-06 23:59:59,6463.55,6408.16,6433.38,6461.01,4700040000.0,112095603776.0
2019,Bitcoin,BTC,2018-11-07 23:59:59,6552.16,6468.31,6468.5,6530.14,4941260000.0,113395632954.68
2020,Bitcoin,BTC,2018-11-08 23:59:59,6536.92,6438.53,6522.27,6453.72,4665260000.0,112078367037.0
2021,Bitcoin,BTC,2018-11-09 23:59:59,6456.46,6373.37,6442.6,6385.62,4346820000.0,110905767441.0
2022,Bitcoin,BTC,2018-11-10 23:59:59,6437.28,6385.31,6386.13,6409.22,3705320000.0,111326145314.14
2023,Bitcoin,BTC,2018-11-11 23:59:59,6423.25,6350.17,6413.63,6411.27,3939060000.0,111373453740.24
2024,Bitcoin,BTC,2018-11-12 23:59:59,6434.21,6360.47,6411.76,6371.27,4295770000.0,110689666527.5
2025,Bitcoin,BTC,2018-11-13 23:59:59,6395.27,6342.67,6373.19,6359.49,4503800000.0,110494466204.13
2026,Bitcoin,BTC,2018-11-14 23:59:59,6371.55,5544.09,6351.24,5738.35,7398940000.0,99712077258.95
2027,Bitcoin,BTC,2018-11-15 23:59:59,5774.82,5358.38,5736.15,5648.03,7032140000.0,98151606540.75
2028,Bitcoin,BTC,2018-11-16 23:59:59,5657.02,5498.94,5645.32,5575.55,5279320000.0,96900828780.0
2029,Bitcoin,BTC,2018-11-17 23:59:59,5578.58,5519.56,5578.58,5554.33,4303150000.0,96542098113.96
2030,Bitcoin,BTC,2018-11-18 23:59:59,5653.61,5559.74,5559.74,5623.54,4159680000.0,97753714643.0
2031,Bitcoin,BTC,2018-11-19 23:59:59,5620.78,4842.91,5620.78,4871.49,7039560000.0,84688539692.25
2032,Bitcoin,BTC,2018-11-20 23:59:59,4951.61,4272.11,4863.93,4451.87,8428290000.0,77401044319.69
2033,Bitcoin,BTC,2018-11-21 23:59:59,4675.73,4343.98,4465.54,4602.17,6120120000.0,80020171046.79
2034,Bitcoin,BTC,2018-11-22 23:59:59,4629.64,4365.64,4611.57,4365.94,4569370000.0,75919439808.5
2035,Bitcoin,BTC,2018-11-23 23:59:59,4396.42,4195.68,4360.7,4347.11,4871490000.0,75598851166.0
2036,Bitcoin,BTC,2018-11-24 23:59:59,4413.09,3795.16,4347.69,3880.76,4679500000.0,67495633205.0
2037,Bitcoin,BTC,2018-11-25 23:59:59,4120.87,3585.06,3880.78,4009.97,6825640000.0,69749265801.14
2038,Bitcoin,BTC,2018-11-26 23:59:59,4107.14,3643.92,4015.07,3779.13,6476900000.0,65739289045.5
2039,Bitcoin,BTC,2018-11-27 23:59:59,3862.96,3661.01,3765.95,3820.72,5998720000.0,66468970322.0
2040,Bitcoin,BTC,2018-11-28 23:59:59,4385.9,3822.47,3822.47,4257.42,7280280000.0,74072560088.04
2041,Bitcoin,BTC,2018-11-29 23:59:59,4413.02046804,4145.76513671875,4269.00439453125,4278.84645524,6503347767.18922,74451016926.881
2042,Bitcoin,BTC,2018-11-30 23:59:59,4322.97639207,3942.82208559,4289.08896703,4017.26845712,6048016716.85497,69904637061.278
2043,Bitcoin,BTC,2018-12-01 23:59:59,4309.37731216,3969.71064261,4024.46424203,4214.67193177,5375314093.10145,73346194969.0855
2044,Bitcoin,BTC,2018-12-02 23:59:59,4301.51941165,4110.97847302,4200.73317961,4139.8780641,5262697895.12074,72050487506.1332
2045,Bitcoin,BTC,2018-12-03 23:59:59,4155.97928378,3840.44626837,4147.32376691,3894.1309069,5089570993.52304,67779050169.8008
2046,Bitcoin,BTC,2018-12-04 23:59:59,4075.62765492,3832.74993843,3886.2948763,3956.89386975,5028069239.31427,68878292607.5452
2047,Bitcoin,BTC,2018-12-05 23:59:59,3969.53585216,3753.99482663,3958.89472485,3753.99482663,5302481573.52231,65352496335.9036
2048,Bitcoin,BTC,2018-12-06 23:59:59,3874.96603127,3521.10172384,3754.07446712,3521.10172384,5878333109.02888,61303965507.8301
2049,Bitcoin,BTC,2018-12-07 23:59:59,3512.59040851,3280.22875211,3512.59040851,3419.93720035,6835615448.39682,59547645578.0206
2050,Bitcoin,BTC,2018-12-08 23:59:59,3506.04339159,3350.65070337,3421.9104035,3476.11471452,5305024497.06153,60531278391.8027
2051,Bitcoin,BTC,2018-12-09 23:59:59,3685.30559965,3469.09435766,3473.22762038,3614.23427278,4947372847.28064,62942160928.0342
2052,Bitcoin,BTC,2018-12-10 23:59:59,3647.33258231,3470.14441964,3612.04639531,3502.65599577,5020968740.04215,61004445982.3277
2053,Bitcoin,BTC,2018-12-11 23:59:59,3513.18494093,3392.2500529,3497.5547337,3424.58807495,4696765187.87625,59650201102.151
2054,Bitcoin,BTC,2018-12-12 23:59:59,3534.22857953,3413.48135271,3421.4583733,3486.95014412,4139364828.95223,60741625425.5272
2055,Bitcoin,BTC,2018-12-13 23:59:59,3489.73939494,3298.13196161,3487.87935755,3313.67725772,4343372456.24872,57728688215.976
2056,Bitcoin,BTC,2018-12-14 23:59:59,3329.55602092,3206.54229103,3311.75191371,3242.48476281,4372763663.29151,56494379457.2721
2057,Bitcoin,BTC,2018-12-15 23:59:59,3275.37782696,3191.30356157,3243.99754038,3236.76164502,3551763561.38039,56400691424.6544
2058,Bitcoin,BTC,2018-12-16 23:59:59,3305.75310795,3233.81979097,3236.2747733,3252.83902595,3744248994.37924,56685436643.7664
2059,Bitcoin,BTC,2018-12-17 23:59:59,3597.9178885,3253.12299273,3253.12299273,3545.86476058,5409247918.11952,61798926686.5305
2060,Bitcoin,BTC,2018-12-18 23:59:59,3701.34942887,3487.16920219,3544.76156472,3696.05912776,5911325472.51183,64422587801.2914
