,created_at,date,tweet
0,1649807999000.0,2022-04-12 16:59:59,kenapa phoebe unfoll bridgerton di ig???😩 s3 ada daphne please!
1,1649807998000.0,2022-04-12 16:59:58,@eynwoo itu kok ada rep ghoib? 🧐
2,1649807997000.0,2022-04-12 16:59:57,@EKSTASl Soalnya ada guanya😎
3,1649807997000.0,2022-04-12 16:59:57,"@zezenOi @DoankRide @Cyberknight24 @ListyoSigitP @DivHumas_Polri @Dennysiregar7 Yang benar almarhum lagi petugas pengamanan demo,   dadanya kena pintu barakuda. Segera dibawa rumah sakit dan meninggal.  Ya kalau nggak ada demo almarhum masih hidup."
4,1649807996000.0,2022-04-12 16:59:56,"@NOTASLIMBOY Seperti biasanya, bukan ? Ada yg  punya ""hotline kheuseus"" ke data aparat, yg ibu2x nabrak kantor polisi di siantar jg gitu, ujug2x ada akun anon yg upload foto ktpnya dgn jelas tanpa sensor, sambil ditambahi narasi aneh2x, padahal media mainstream aja blm ngeluarin..."
5,1649807995000.0,2022-04-12 16:59:55,@sellkpopfess Jaktim sini nder ada toko oren juga fee 3k resi
6,1649807995000.0,2022-04-12 16:59:55,"@smollied ada aktivitas apa hari ini, cellea?"
7,1649807995000.0,2022-04-12 16:59:55,belakangan ini gw kek lagi dihantuin hayami saori dah… nonton spy x family ada dia… main genshin ada dia… nonton juni taisen juga ada dia…
8,1649807994000.0,2022-04-12 16:59:54,@txtdarifur Masi ada yg fans chealsea?
9,1649807993000.0,2022-04-12 16:59:53,"1. Beginners (2010)  Sepanjang 105 menit gak ada perasaan lain yang bakal film ini kasih, selain perasaan berbunga-bunga. Apalagi ketika Shosanna &amp; Obi-Wan Kenobi ini saling tatap-tatapan. Pasti dibikin meleleh liatnya. (Google play movies dll)  https://t.co/7iHy7ySNTm"
10,1649807993000.0,2022-04-12 16:59:53,"Also, any current zidewayz NFT holders will be getting a special discount and I will be signing your hoodies before they are sent to you!  Hoodies will be purchasable through secure checkout card payment through shopify or smthn or from me directly via cashapp, ETH, WETH, ADA."
11,1649807992000.0,2022-04-12 16:59:52,Ada rupa Buster Call 🤣  https://t.co/ibKVv3Aq6x
12,1649807991000.0,2022-04-12 16:59:51,"saat mencoba suatu hal yg baru, tidak ada yg salah dengan rasa takutmu, dikarenakan yg terutama, janganlah biarlah kata menyerah ada di benakmu."
13,1649807991000.0,2022-04-12 16:59:51,"@sssklstkws Bangga banget kayaknya, ada siklusnya sebut2 nama itu 😒 Tapi embel2 masih ada sangkutpaut ama si itu, hahaha"
14,1649807989000.0,2022-04-12 16:59:49,"@txtdrmahasiswa Mahasiswa gk ngaruh yg sosoan ikut demo, aspirasi nyeleneh hanya ikut-ikutan tanpa memahami isi yg ada dikepala nya"
15,1649807989000.0,2022-04-12 16:59:49,"@dLgentmode thank youu, maaf yaa aku gak bisa bagi kisi kisi us nya soal nya ada identitas sekolah, tapi setauku setiap kab/kota beda beda kisi kisinya"
16,1649807989000.0,2022-04-12 16:59:49,Emg ada baiknya dilepas aja. Biar lega. Sakit bgt soalnya wkwk.
17,1649807988000.0,2022-04-12 16:59:48,@tanyakanrl menempelkan stiker nama usia yang sudah di depan ya kak buat lapjag senin aja yg penting ada yg minjem ya fir ga ya bu dekan ft lagu indonesia terbaru bulan juli tahun baru
18,1649807988000.0,2022-04-12 16:59:48,@convomfs ada
19,1649807988000.0,2022-04-12 16:59:48,@BeomBomie kok ada meme gyu ngeledeknya 🥺🥺🥹🥹😢
20,1649807986000.0,2022-04-12 16:59:46,@FOOD_FESS Ada yg bisa di titipin menfes gak ya? 🥺
21,1649807986000.0,2022-04-12 16:59:46,P: Ada orang yang tidak berpuasa -P: Semua orang berpuasa  P: Besok hujan -P: Besok tidak hujan  P: Semua orang Jawa adalah orang Indonesia -P: ada orang Jawa yang bukan orang Indonesia
22,1649807986000.0,2022-04-12 16:59:46,"Hebat BEM UI, tidak turun demo tgl 11 yg jadi sasaran demo malah nyamperin ke kampus. Demo juga sudah ada delivery service ya sekarang?"
23,1649807986000.0,2022-04-12 16:59:46,Ada yang setia walau kerap dikecewakan. Karena ia percaya orang itu adalah jawaban dari pertanyaanya.
24,1649807986000.0,2022-04-12 16:59:46,@fhauwugwv yey ada temen sinting
25,1649807985000.0,2022-04-12 16:59:45,@convomfs ada
26,1649807985000.0,2022-04-12 16:59:45,P: Saya makan atau dia pergi -P: saya tidak makan dan dia tidak pergi  P: Jika saya tidak makan maka dia pergi -P: Saya tidak makan dan dia tidak pergi  P: Semua pria itu pembohong -P: ada pria yang bukan pembohong
27,1649807985000.0,2022-04-12 16:59:45,"“Ketika mereka mencintai, mereka mencintai seperti hari esok tidak ada lagi. Hal-hal kekanakan seperti itulah yg namanya manusia."""
28,1649807985000.0,2022-04-12 16:59:45,@moonareas ada
