timestamp,open,high,low,close,volume
2022-05-04 01:57:00,282.60000,282.60000,282.60000,282.60000,0
2022-05-04 01:56:00,282.60000,282.60000,282.60000,282.60000,24
2022-05-04 01:55:00,282.70000,282.70000,282.70000,282.70000,1
2022-05-04 01:54:00,282.60000,282.70000,282.60000,282.70000,1
2022-05-04 01:53:00,282.60000,282.60000,282.50000,282.50000,0
2022-05-04 01:52:00,282.70000,282.70000,282.60000,282.60000,4
2022-05-04 01:51:00,282.50000,282.60000,282.50000,282.60000,17
2022-05-04 01:50:00,282.70000,282.70000,282.50000,282.50000,14
2022-05-04 01:49:00,282.60000,282.60000,282.60000,282.60000,29
2022-05-04 01:48:00,282.50000,282.60000,282.50000,282.60000,20
2022-05-04 01:47:00,282.60000,282.60000,282.60000,282.60000,11
2022-05-04 01:46:00,282.60000,282.60000,282.60000,282.60000,0
2022-05-04 01:45:00,282.50000,282.60000,282.50000,282.60000,1
2022-05-04 01:44:00,282.60000,282.60000,282.60000,282.60000,1
2022-05-04 01:43:00,282.60000,282.60000,282.60000,282.60000,8
2022-05-04 01:42:00,282.60000,282.60000,282.50000,282.50000,0
2022-05-04 01:41:00,282.60000,282.70000,282.60000,282.60000,25
2022-05-04 01:40:00,282.40000,282.40000,282.30000,282.40000,78
2022-05-04 01:39:00,282.50000,282.50000,282.40000,282.40000,11
2022-05-04 01:38:00,282.40000,282.50000,282.40000,282.50000,1
2022-05-04 01:37:00,282.50000,282.50000,282.40000,282.40000,10
2022-05-04 01:36:00,282.60000,282.60000,282.40000,282.40000,4
2022-05-04 01:35:00,282.80000,283.00000,282.40000,282.50000,78
2022-05-04 01:34:00,283.10000,283.10000,282.80000,282.80000,28
2022-05-04 01:33:00,283.10000,283.10000,283.10000,283.10000,0
2022-05-04 01:32:00,283.10000,283.10000,283.10000,283.10000,0
2022-05-04 01:31:00,283.30000,283.30000,283.00000,283.30000,85
2022-05-04 01:30:00,283.30000,283.40000,283.30000,283.40000,16
2022-05-04 01:29:00,282.90000,283.20000,282.80000,283.20000,93
2022-05-04 01:28:00,283.20000,283.20000,283.00000,283.00000,25
2022-05-04 01:27:00,283.30000,283.30000,283.20000,283.20000,34
2022-05-04 01:26:00,283.40000,283.40000,283.20000,283.20000,5
2022-05-04 01:25:00,283.40000,283.40000,283.30000,283.40000,20
2022-05-04 01:24:00,283.20000,283.40000,283.20000,283.30000,60
2022-05-04 01:23:00,283.30000,283.40000,283.20000,283.20000,10
2022-05-04 01:22:00,283.10000,283.30000,283.10000,283.30000,49
2022-05-04 01:21:00,283.20000,283.30000,283.20000,283.20000,9
2022-05-04 01:20:00,282.80000,283.30000,282.50000,283.10000,309
2022-05-04 01:19:00,281.80000,283.30000,281.70000,282.80000,925
2022-05-04 01:18:00,281.70000,281.70000,281.60000,281.60000,4
2022-05-04 01:17:00,281.70000,281.80000,281.70000,281.70000,11
2022-05-04 01:16:00,281.60000,281.80000,281.60000,281.80000,5
2022-05-04 01:15:00,281.60000,281.60000,281.50000,281.50000,0
2022-05-04 01:14:00,281.40000,281.50000,281.40000,281.50000,36
2022-05-04 01:13:00,281.40000,281.40000,281.30000,281.30000,13
2022-05-04 01:12:00,281.70000,281.70000,281.50000,281.50000,12
2022-05-04 01:11:00,281.70000,281.70000,281.70000,281.70000,0
2022-05-04 01:10:00,281.60000,281.70000,281.60000,281.70000,1
2022-05-04 01:09:00,281.90000,281.90000,281.90000,281.90000,0
2022-05-04 01:08:00,281.80000,281.90000,281.80000,281.90000,5
2022-05-04 01:07:00,281.70000,281.80000,281.70000,281.80000,0
2022-05-04 01:06:00,281.50000,281.70000,281.50000,281.70000,56
2022-05-04 01:05:00,281.30000,281.40000,281.30000,281.40000,19
2022-05-04 01:04:00,281.20000,281.20000,281.20000,281.20000,3
2022-05-04 01:03:00,281.40000,281.40000,281.20000,281.30000,39
2022-05-04 01:02:00,281.30000,281.40000,281.30000,281.30000,11
2022-05-04 01:01:00,281.10000,281.40000,281.10000,281.20000,122
2022-05-04 01:00:00,281.00000,281.00000,280.90000,280.90000,5
2022-05-04 00:59:00,281.00000,281.00000,280.80000,280.90000,9
2022-05-04 00:58:00,280.90000,281.00000,280.80000,281.00000,2
2022-05-04 00:57:00,280.80000,280.80000,280.80000,280.80000,3
2022-05-04 00:56:00,280.80000,280.80000,280.70000,280.80000,8
2022-05-04 00:55:00,280.70000,280.70000,280.70000,280.70000,5
2022-05-04 00:54:00,280.80000,280.80000,280.70000,280.80000,29
2022-05-04 00:53:00,281.00000,281.00000,280.90000,281.00000,2
2022-05-04 00:52:00,281.00000,281.10000,281.00000,281.10000,4
2022-05-04 00:51:00,280.90000,281.10000,280.90000,281.00000,19
2022-05-04 00:50:00,280.40000,280.90000,280.40000,280.90000,46
2022-05-04 00:49:00,280.30000,280.30000,280.30000,280.30000,1
2022-05-04 00:48:00,280.30000,280.40000,280.20000,280.40000,13
2022-05-04 00:47:00,280.30000,280.30000,280.30000,280.30000,2
2022-05-04 00:46:00,280.50000,280.50000,280.20000,280.20000,39
2022-05-04 00:45:00,280.30000,280.30000,280.30000,280.30000,5
2022-05-04 00:44:00,280.30000,280.30000,280.20000,280.30000,4
2022-05-04 00:43:00,280.40000,280.40000,280.40000,280.40000,13
2022-05-04 00:42:00,280.40000,280.40000,280.40000,280.40000,14
2022-05-04 00:41:00,280.60000,280.60000,280.30000,280.50000,66
2022-05-04 00:40:00,280.30000,280.90000,280.30000,280.70000,107
2022-05-04 00:39:00,280.20000,280.20000,280.20000,280.20000,4
2022-05-04 00:38:00,280.10000,280.20000,280.00000,280.00000,7
2022-05-04 00:37:00,280.40000,280.40000,280.20000,280.20000,10
2022-05-04 00:36:00,280.10000,280.40000,280.10000,280.40000,24
2022-05-04 00:35:00,279.90000,280.20000,279.90000,280.20000,41
2022-05-04 00:34:00,279.90000,279.90000,279.90000,279.90000,8
2022-05-04 00:33:00,279.80000,279.90000,279.80000,279.80000,17
2022-05-04 00:32:00,279.70000,279.80000,279.70000,279.80000,14
2022-05-04 00:31:00,279.60000,279.70000,279.60000,279.70000,13
2022-05-04 00:30:00,279.40000,279.60000,279.30000,279.60000,19
2022-05-04 00:29:00,279.40000,279.40000,279.20000,279.30000,30
2022-05-04 00:28:00,279.50000,279.50000,279.40000,279.40000,5
2022-05-04 00:27:00,279.60000,279.60000,279.50000,279.50000,7
2022-05-04 00:26:00,279.70000,279.70000,279.50000,279.50000,1
2022-05-04 00:25:00,279.70000,279.70000,279.70000,279.70000,3
2022-05-04 00:24:00,279.70000,279.70000,279.50000,279.70000,2
2022-05-04 00:23:00,279.80000,279.80000,279.80000,279.80000,2
2022-05-04 00:22:00,279.60000,279.70000,279.60000,279.70000,9
2022-05-04 00:21:00,279.70000,279.70000,279.70000,279.70000,0
2022-05-04 00:20:00,279.70000,279.80000,279.70000,279.80000,1
2022-05-04 00:19:00,279.50000,279.60000,279.50000,279.60000,12
2022-05-04 00:18:00,279.50000,279.50000,279.40000,279.40000,50
