timestamp,open,high,low,close,volume
2022-04-26 23:44:00,0.82850,0.82870,0.82790,0.82830,74813
2022-04-26 23:43:00,0.82670,0.82850,0.82610,0.82850,160293
2022-04-26 23:42:00,0.82780,0.82790,0.82680,0.82680,153915
2022-04-26 23:41:00,0.82840,0.82840,0.82680,0.82780,183920
2022-04-26 23:40:00,0.82810,0.82910,0.82790,0.82840,105858
2022-04-26 23:39:00,0.82900,0.82930,0.82810,0.82810,149519
2022-04-26 23:38:00,0.82830,0.82890,0.82690,0.82890,129664
2022-04-26 23:37:00,0.82680,0.82820,0.82660,0.82820,80846
2022-04-26 23:36:00,0.82720,0.82720,0.82580,0.82680,110639
2022-04-26 23:35:00,0.82820,0.82930,0.82720,0.82720,163838
2022-04-26 23:34:00,0.82730,0.82920,0.82620,0.82830,300379
2022-04-26 23:33:00,0.82540,0.82760,0.82480,0.82740,150063
2022-04-26 23:32:00,0.82430,0.82570,0.82420,0.82530,87475
2022-04-26 23:31:00,0.82360,0.82480,0.82360,0.82430,250677
2022-04-26 23:30:00,0.82190,0.82350,0.82160,0.82350,117428
2022-04-26 23:29:00,0.82320,0.82330,0.82150,0.82200,283598
2022-04-26 23:28:00,0.82180,0.82330,0.82180,0.82310,111011
2022-04-26 23:27:00,0.82260,0.82270,0.82000,0.82170,175450
2022-04-26 23:26:00,0.82300,0.82340,0.82240,0.82260,190433
2022-04-26 23:25:00,0.82280,0.82340,0.82190,0.82310,294172
2022-04-26 23:24:00,0.82120,0.82350,0.82080,0.82270,303483
2022-04-26 23:23:00,0.82190,0.82290,0.82040,0.82120,169406
2022-04-26 23:22:00,0.82000,0.82330,0.82000,0.82170,537351
2022-04-26 23:21:00,0.81980,0.82190,0.81870,0.81980,351696
2022-04-26 23:20:00,0.81760,0.82230,0.81750,0.81950,824261
2022-04-26 23:19:00,0.82150,0.82150,0.81700,0.81750,1588189
2022-04-26 23:18:00,0.82410,0.82470,0.82070,0.82160,686039
2022-04-26 23:17:00,0.82790,0.82790,0.82400,0.82410,505324
2022-04-26 23:16:00,0.82860,0.82920,0.82800,0.82800,60267
2022-04-26 23:15:00,0.82810,0.82940,0.82770,0.82880,221009
2022-04-26 23:14:00,0.82740,0.82890,0.82730,0.82810,113614
2022-04-26 23:13:00,0.82850,0.82870,0.82710,0.82730,147668
2022-04-26 23:12:00,0.83030,0.83040,0.82720,0.82860,421252
2022-04-26 23:11:00,0.83130,0.83130,0.82980,0.83020,279568
2022-04-26 23:10:00,0.83350,0.83380,0.83100,0.83130,203123
2022-04-26 23:09:00,0.83450,0.83450,0.83280,0.83340,229295
2022-04-26 23:08:00,0.83430,0.83550,0.83420,0.83460,187704
2022-04-26 23:07:00,0.83440,0.83480,0.83400,0.83430,58574
2022-04-26 23:06:00,0.83530,0.83540,0.83430,0.83430,192715
2022-04-26 23:05:00,0.83570,0.83570,0.83460,0.83510,76952
2022-04-26 23:04:00,0.83500,0.83600,0.83500,0.83580,35250
2022-04-26 23:03:00,0.83530,0.83530,0.83480,0.83500,198067
2022-04-26 23:02:00,0.83570,0.83600,0.83500,0.83530,45062
2022-04-26 23:01:00,0.83510,0.83600,0.83500,0.83570,128600
