timestamp,open,high,low,close,volume
2022-05-13 04:51:00,30415.05000,30415.06000,30415.05000,30415.06000,0
2022-05-13 04:50:00,30439.96000,30439.96000,30408.07000,30415.06000,27
2022-05-13 04:49:00,30440.91000,30450.00000,30416.14000,30439.96000,31
2022-05-13 04:48:00,30403.07000,30440.92000,30403.06000,30440.92000,24
2022-05-13 04:47:00,30429.47000,30430.00000,30402.80000,30403.06000,58
2022-05-13 04:46:00,30435.59000,30444.86000,30403.17000,30429.48000,35
2022-05-13 04:45:00,30414.10000,30463.05000,30408.18000,30435.60000,42
2022-05-13 04:44:00,30405.61000,30424.75000,30405.14000,30414.10000,33
2022-05-13 04:43:00,30363.31000,30437.24000,30363.31000,30405.62000,89
2022-05-13 04:42:00,30360.54000,30372.43000,30322.45000,30363.32000,51
2022-05-13 04:41:00,30342.72000,30371.00000,30320.00000,30360.54000,138
2022-05-13 04:40:00,30305.20000,30346.57000,30292.49000,30342.72000,45
2022-05-13 04:39:00,30331.12000,30331.51000,30266.92000,30305.19000,135
2022-05-13 04:38:00,30346.41000,30369.60000,30310.69000,30331.12000,54
2022-05-13 04:37:00,30360.95000,30376.89000,30335.84000,30346.41000,24
2022-05-13 04:36:00,30320.41000,30385.93000,30310.69000,30360.94000,37
2022-05-13 04:35:00,30337.90000,30367.36000,30320.00000,30320.40000,87
2022-05-13 04:34:00,30409.51000,30425.92000,30327.68000,30337.89000,84
2022-05-13 04:33:00,30454.83000,30478.78000,30404.71000,30409.51000,33
2022-05-13 04:32:00,30424.11000,30479.10000,30412.93000,30454.83000,36
2022-05-13 04:31:00,30524.42000,30524.43000,30406.46000,30424.12000,95
2022-05-13 04:30:00,30512.28000,30613.23000,30508.17000,30524.43000,238
2022-05-13 04:29:00,30494.68000,30514.03000,30451.22000,30512.28000,64
2022-05-13 04:28:00,30486.82000,30524.65000,30480.00000,30494.69000,81
2022-05-13 04:27:00,30433.96000,30500.00000,30433.95000,30486.82000,51
2022-05-13 04:26:00,30428.00000,30450.00000,30425.36000,30433.95000,60
2022-05-13 04:25:00,30410.84000,30430.00000,30394.71000,30428.00000,36
2022-05-13 04:24:00,30400.01000,30439.76000,30394.08000,30410.84000,22
2022-05-13 04:23:00,30371.37000,30432.84000,30371.36000,30400.01000,55
2022-05-13 04:22:00,30411.48000,30419.50000,30369.66000,30371.37000,23
2022-05-13 04:21:00,30437.90000,30446.17000,30380.77000,30411.49000,52
2022-05-13 04:20:00,30428.97000,30463.25000,30428.96000,30437.91000,27
2022-05-13 04:19:00,30453.51000,30463.39000,30426.28000,30428.97000,26
2022-05-13 04:18:00,30400.32000,30461.93000,30399.45000,30453.51000,46
2022-05-13 04:17:00,30395.74000,30409.44000,30373.81000,30400.32000,32
2022-05-13 04:16:00,30444.68000,30447.96000,30390.00000,30395.75000,40
2022-05-13 04:15:00,30463.51000,30478.70000,30436.93000,30444.69000,81
2022-05-13 04:14:00,30480.08000,30484.54000,30406.16000,30463.50000,39
2022-05-13 04:13:00,30433.60000,30480.08000,30410.00000,30480.08000,109
2022-05-13 04:12:00,30377.34000,30436.06000,30375.00000,30433.61000,66
2022-05-13 04:11:00,30396.10000,30418.13000,30363.01000,30377.34000,90
2022-05-13 04:10:00,30441.98000,30441.98000,30396.09000,30396.10000,31
2022-05-13 04:09:00,30435.33000,30459.14000,30424.92000,30441.97000,45
2022-05-13 04:08:00,30505.73000,30505.73000,30421.70000,30435.34000,54
