timestamp,open,high,low,close,volume
2022-05-13 05:00:00,2089.68000,2090.31000,2088.40000,2088.52000,73
2022-05-13 04:59:00,2090.41000,2091.83000,2088.79000,2089.67000,322
2022-05-13 04:58:00,2093.96000,2094.79000,2088.82000,2090.40000,1146
2022-05-13 04:57:00,2088.25000,2093.95000,2088.25000,2093.68000,880
2022-05-13 04:56:00,2083.66000,2089.50000,2083.66000,2088.26000,580
2022-05-13 04:55:00,2079.52000,2085.64000,2079.35000,2083.67000,635
2022-05-13 04:54:00,2084.19000,2084.46000,2078.97000,2079.53000,328
2022-05-13 04:53:00,2082.51000,2085.67000,2082.34000,2084.18000,310
2022-05-13 04:52:00,2081.14000,2082.35000,2076.55000,2082.35000,522
2022-05-13 04:51:00,2083.12000,2083.79000,2081.13000,2081.14000,573
2022-05-13 04:50:00,2088.25000,2088.25000,2082.50000,2083.12000,370
2022-05-13 04:49:00,2086.41000,2091.00000,2085.12000,2088.23000,857
2022-05-13 04:48:00,2083.27000,2086.42000,2083.08000,2086.42000,393
2022-05-13 04:47:00,2082.84000,2084.52000,2081.34000,2083.26000,422
2022-05-13 04:46:00,2082.37000,2083.34000,2080.25000,2082.84000,283
2022-05-13 04:45:00,2080.26000,2084.30000,2080.25000,2082.36000,342
2022-05-13 04:44:00,2079.84000,2081.28000,2079.68000,2080.26000,273
2022-05-13 04:43:00,2079.85000,2083.32000,2078.21000,2079.93000,726
2022-05-13 04:42:00,2080.27000,2080.61000,2077.57000,2079.85000,298
2022-05-13 04:41:00,2076.72000,2081.66000,2075.86000,2080.19000,396
2022-05-13 04:40:00,2073.65000,2076.95000,2073.13000,2076.71000,430
2022-05-13 04:39:00,2077.63000,2077.64000,2070.00000,2073.64000,1609
2022-05-13 04:38:00,2078.89000,2081.00000,2076.00000,2077.63000,480
2022-05-13 04:37:00,2078.10000,2080.18000,2076.27000,2078.88000,553
2022-05-13 04:36:00,2074.52000,2080.48000,2074.01000,2078.11000,507
2022-05-13 04:35:00,2074.57000,2077.72000,2073.59000,2074.52000,762
2022-05-13 04:34:00,2080.74000,2081.90000,2074.00000,2074.58000,1045
2022-05-13 04:33:00,2085.22000,2086.77000,2080.11000,2080.73000,179
2022-05-13 04:32:00,2080.00000,2085.90000,2079.28000,2085.22000,377
2022-05-13 04:31:00,2084.70000,2084.70000,2077.44000,2080.00000,998
2022-05-13 04:30:00,2085.49000,2090.97000,2084.70000,2084.70000,1566
